KAJARIA CERAMICS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 664.88 , 735.53 , 953.27 ," 1,312.79 "," 1,590.21 "," 1,882.31 "," 2,233.14 "," 2,443.02 "," 2,527.96 "," 2,580.68 "," 2,726.07 "," 2,726.07 "," 2,715.34 "
Expenses, 569.64 , 619.94 , 803.23 ," 1,110.73 "," 1,364.51 "," 1,643.75 "," 1,945.77 "," 2,055.47 "," 2,085.44 "," 2,151.84 "," 2,325.71 "," 2,271.62 "," 2,316.55 "
Operating Profit, 95.24 , 115.59 , 150.04 , 202.06 , 225.70 , 238.56 , 287.37 , 387.55 , 442.52 , 428.84 , 400.36 , 454.45 , 398.78 
Other Income, 0.69 , 5.02 , (1.28), (0.33), (1.39), 1.15 , 1.42 , 20.88 , 21.48 , 18.95 , 39.59 , -   , -   
Depreciation, 24.94 , 26.71 , 29.50 , 37.08 , 38.36 , 36.49 , 39.38 , 47.20 , 53.20 , 61.76 , 63.45 , 63.45 , 63.45 
Interest, 58.24 , 42.46 , 30.09 , 47.12 , 35.91 , 26.42 , 5.97 , 6.72 , 3.54 , 4.48 , 3.39 , 3.39 , 3.39 
Profit before tax, 12.75 , 51.44 , 89.17 , 117.53 , 148.04 , 176.80 , 243.44 , 354.51 , 407.26 , 381.55 , 373.11 , 387.61 , 331.94 
Tax, 3.85 , 15.59 , 28.51 , 36.81 , 47.49 , 60.06 , 75.08 , 117.51 , 137.10 , 129.23 , 127.21 ,34%,34%
Net profit, 8.90 , 35.85 , 60.66 , 80.72 , 100.55 , 116.74 , 168.36 , 237.00 , 270.16 , 252.32 , 245.90 , 255.46 , 218.77 
EPS, 0.60 , 2.44 , 4.12 , 5.48 , 6.83 , 7.72 , 10.59 , 14.91 , 17.00 , 15.87 , 15.47 , 16.07 , 13.76 
Price to earning, 22.52 , 12.98 , 9.70 , 16.22 , 13.79 , 25.44 , 36.16 , 33.52 , 37.91 , 35.56 , 41.57 , 41.57 , 25.94 
Price, 13.62 , 31.63 , 39.99 , 88.97 , 94.19 , 196.44 , 383.02 , 499.81 , 644.37 , 564.56 , 643.05 , 668.05 , 357.05 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,16.52%,20.53%,24.27%,22.79%,21.96%,22.67%,18.88%,16.76%,17.65%,18.90%,,,
OPM,14.32%,15.72%,15.74%,15.39%,14.19%,12.67%,12.87%,15.86%,17.51%,16.62%,14.69%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,16.26%,15.29%,10.17%,4.94%,5.63%,5.63%,4.94%
,,,,,,OPM,15.21%,15.19%,15.30%,16.67%,14.69%,16.67%,14.69%
,,,,,,Price to Earning, 25.94 , 30.02 , 35.03 , 37.14 , 41.57 , 41.57 , 25.94 
