INDBANK MERCHANT BANKING SERVICES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 44.38 , 44.38 , 44.38 , 44.38 , 44.38 , 44.38 , 44.38 , 44.38 , 44.38 , 44.38 
Reserves, 7.75 , 6.10 , (3.83), (3.71), (2.99), (2.68), 1.91 , 4.67 , 9.98 , 12.13 
Borrowings, -   , -   , -   , -   , -   , -   , -   , -   , 1.58 , 0.03 
Other Liabilities, 67.28 , 17.19 , 11.02 , 12.86 , 9.48 , 13.48 , 6.20 , 8.66 , 27.84 , 27.60 
Total, 119.41 , 67.67 , 51.57 , 53.53 , 50.87 , 55.18 , 52.49 , 57.71 , 83.78 , 84.14 
,,,,,,,,,,
Net Block, 21.70 , 6.69 , 6.31 , 6.13 , 6.48 , 5.66 , 5.06 , 4.53 , 4.07 , 3.73 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 12.55 , 13.32 , 6.19 , 4.65 , 4.37 , 3.40 , 3.47 , 3.04 , 2.10 , 1.24 
Other Assets, 85.16 , 47.66 , 39.07 , 42.75 , 40.02 , 46.12 , 43.96 , 50.14 , 77.61 , 79.17 
Total, 119.41 , 67.67 , 51.57 , 53.53 , 50.87 , 55.18 , 52.49 , 57.71 , 83.78 , 84.14 
,,,,,,,,,,
Working Capital, 17.88 , 30.47 , 28.05 , 29.89 , 30.54 , 32.64 , 37.76 , 41.48 , 49.77 , 51.57 
Debtors, 4.44 , 10.34 , 4.95 , 5.43 , 4.53 , 2.95 , 6.51 , 7.43 , 9.20 , 7.97 
Inventory, 36.82 , -   , -   , -   , -   , -   , -   , -   , 15.03 , 15.10 
,,,,,,,,,,
Debtor Days, 150.33 , 197.39 , 269.66 , 161.40 , 246.42 , 150.59 , 235.03 , 300.33 , 318.60 , 209.74 
Inventory Turnover, 0.29 , -   , -   , -   , -   , -   , -   , -   , 0.70 , 0.92 
,,,,,,,,,,
Return on Equity,-14%,-3%,-24%,0%,2%,1%,11%,6%,10%,4%
Return on Capital Emp,,29%,-19%,4%,3%,1%,14%,7%,12%,10%
,,,,,,,,,,
