GUJARAT AMBUJA EXPORTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,600.23 "," 1,406.17 "," 1,940.90 "," 2,114.09 "," 3,004.62 "," 3,091.81 "," 2,531.30 "," 2,736.48 "," 3,333.62 "," 3,364.43 "," 4,021.44 "," 4,021.44 "," 3,456.44 "
Expenses," 1,513.68 "," 1,295.95 "," 1,801.03 "," 2,008.33 "," 2,810.05 "," 2,896.87 "," 2,366.70 "," 2,551.24 "," 3,062.82 "," 3,047.15 "," 3,649.05 "," 3,649.05 "," 3,212.95 "
Operating Profit, 86.55 , 110.22 , 139.87 , 105.76 , 194.57 , 194.94 , 164.60 , 185.24 , 270.80 , 317.28 , 372.39 , 372.39 , 243.49 
Other Income, 11.71 , 9.76 , 16.85 , 5.51 , 9.45 , 10.09 , 9.13 , 10.25 , 22.78 , 9.11 , 11.64 , -   , -   
Depreciation, 36.36 , 18.76 , 25.04 , 29.86 , 36.68 , 47.41 , 60.97 , 66.17 , 71.42 , 76.29 , 95.64 , 95.64 , 95.64 
Interest, 17.10 , 11.20 , 12.55 , 20.89 , 21.70 , 20.65 , 15.00 , 9.91 , 22.79 , 17.94 , 18.83 , 18.83 , 18.83 
Profit before tax, 44.80 , 90.02 , 119.13 , 60.52 , 145.64 , 136.97 , 97.76 , 119.41 , 199.37 , 232.16 , 269.56 , 257.92 , 129.02 
Tax, 21.22 , 30.00 , 25.03 , 10.82 , 32.29 , 25.31 , 13.59 , 18.98 , 40.82 , 52.28 , 71.40 ,26%,26%
Net profit, 23.58 , 60.02 , 94.10 , 49.70 , 113.35 , 111.66 , 84.17 , 100.43 , 158.55 , 179.88 , 198.16 , 189.60 , 94.84 
EPS, 1.70 , 4.34 , 6.80 , 3.59 , 8.19 , 8.07 , 6.08 , 7.26 , 13.83 , 15.69 , 17.28 , 16.54 , 8.27 
Price to earning, 10.37 , 4.53 , 4.99 , 6.08 , 2.99 , 3.93 , 6.77 , 6.48 , 9.30 , 17.36 , 11.36 , 11.36 , 7.65 
Price, 17.67 , 19.67 , 33.96 , 21.82 , 24.46 , 31.72 , 41.20 , 47.02 , 128.65 , 272.36 , 196.35 , 187.87 , 63.28 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,23.45%,9.21%,8.82%,16.70%,9.77%,8.67%,13.81%,11.02%,5.78%,5.10%,,,
OPM,5.41%,7.84%,7.21%,5.00%,6.48%,6.31%,6.50%,6.77%,8.12%,9.43%,9.26%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.61%,8.18%,2.29%,9.95%,19.53%,19.53%,2.29%
,,,,,,OPM,7.04%,7.10%,7.52%,8.20%,9.26%,9.26%,7.04%
,,,,,,Price to Earning, 7.65 , 8.03 , 9.20 , 11.13 , 11.36 , 11.36 , 7.65 
