ASAHI INDIA GLASS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 15.99 , 15.99 , 15.99 , 15.99 , 15.99 , 24.31 , 24.31 , 24.31 , 24.31 , 24.31 
Reserves, 185.99 , 187.22 , 202.37 , 131.84 , 38.75 , 238.35 , 286.68 , 369.80 , 928.66 ," 1,085.31 "
Borrowings," 1,617.30 "," 1,470.63 "," 1,533.27 "," 1,566.48 "," 1,543.54 "," 1,395.01 "," 1,417.56 "," 1,316.42 "," 1,218.55 "," 1,370.33 "
Other Liabilities, 401.23 , 336.17 , 397.92 , 641.22 , 829.30 , 745.34 , 627.47 , 665.32 , 739.30 , 925.49 
Total," 2,220.51 "," 2,010.01 "," 2,149.55 "," 2,355.53 "," 2,427.58 "," 2,403.01 "," 2,356.02 "," 2,375.85 "," 2,910.82 "," 3,405.44 "
,,,,,,,,,,
Net Block," 1,350.87 "," 1,174.36 "," 1,121.24 "," 1,258.96 "," 1,181.03 "," 1,127.06 "," 1,096.90 "," 1,091.58 "," 1,536.27 "," 1,856.74 "
Capital Work in Progress, 42.22 , 52.74 , 80.79 , 21.16 , 32.59 , 42.72 , 40.56 , 64.05 , 85.16 , 113.27 
Investments, 6.39 , 6.99 , 8.39 , 15.71 , 16.28 , 16.28 , 16.37 , 16.50 , 35.77 , 46.38 
Other Assets, 821.03 , 775.92 , 939.13 ," 1,059.70 "," 1,197.68 "," 1,216.95 "," 1,202.19 "," 1,203.72 "," 1,253.62 "," 1,389.05 "
Total," 2,220.51 "," 2,010.01 "," 2,149.55 "," 2,355.53 "," 2,427.58 "," 2,403.01 "," 2,356.02 "," 2,375.85 "," 2,910.82 "," 3,405.44 "
,,,,,,,,,,
Working Capital, 419.80 , 439.75 , 541.21 , 418.48 , 368.38 , 471.61 , 574.72 , 538.40 , 514.32 , 463.56 
Debtors, 176.10 , 180.70 , 238.87 , 312.26 , 364.65 , 404.17 , 345.56 , 351.41 , 327.89 , 424.00 
Inventory, 350.38 , 319.20 , 380.00 , 475.40 , 471.24 , 474.83 , 496.01 , 500.21 , 560.85 , 592.82 
,,,,,,,,,,
Debtor Days, 52.84 , 52.48 , 57.43 , 69.25 , 69.56 , 68.83 , 61.31 , 59.16 , 51.88 , 59.74 
Inventory Turnover, 3.47 , 3.94 , 4.00 , 3.46 , 4.06 , 4.51 , 4.15 , 4.33 , 4.11 , 4.37 
,,,,,,,,,,
Return on Equity,-20%,1%,7%,-40%,-168%,-15%,16%,25%,16%,17%
Return on Capital Emp,,8%,9%,4%,2%,6%,13%,18%,20%,17%
,,,,,,,,,,
