LAKSHMI PRECISION SCREWS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-08,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Trailing,Best Case,Worst Case
Sales, 202.59 , 220.47 , 224.13 , 306.15 , 338.23 , 315.76 , 348.02 , 371.23 , 307.62 , 256.69 , 232.24 , 232.24 , 234.28 
Expenses, 173.57 , 191.69 , 189.47 , 260.31 , 283.17 , 259.44 , 323.59 , 323.69 , 303.55 , 254.15 , 231.88 , 218.80 , 233.92 
Operating Profit, 29.02 , 28.78 , 34.66 , 45.84 , 55.06 , 56.32 , 24.43 , 47.54 , 4.07 , 2.54 , 0.36 , 13.44 , 0.36 
Other Income, 3.57 , 3.35 , 1.64 , 4.27 , 1.09 , 1.51 , 0.14 , 1.44 , 42.08 , 14.17 , 14.15 , -   , -   
Depreciation, 8.53 , 9.30 , 12.39 , 18.12 , 22.17 , 21.15 , 16.62 , 11.28 , 15.23 , 17.13 , 9.71 , 9.71 , 9.71 
Interest, 11.73 , 16.31 , 15.34 , 18.35 , 25.40 , 31.43 , 36.45 , 37.32 , 38.00 , 40.56 , 37.94 , 37.94 , 37.94 
Profit before tax, 12.33 , 6.52 , 8.57 , 13.64 , 8.57 , 5.25 , (28.50), 0.38 , (7.07), (40.97), (33.14), (34.21), (47.29)
Tax, 4.61 , 3.02 , 3.29 , 4.76 , 1.19 , 1.05 , 0.12 , -   , 2.50 , -   , -   ,0%,0%
Net profit, 7.72 , 3.50 , 5.28 , 8.88 , 7.37 , 4.21 , (28.62), 0.38 , (9.57), (40.97), (33.15), (34.21), (47.29)
EPS, 7.06 , 3.20 , 4.83 , 8.12 , 6.74 , 3.85 , (26.16), 0.35 , (8.75), (37.44), (30.29), (31.26), (43.21)
Price to earning, 6.50 , 7.36 , 9.33 , 6.50 , 6.03 , 7.03 , (1.53), 123.97 , (4.03), (1.10), -   , 123.97 , -   
Price, 45.87 , 23.53 , 45.00 , 52.74 , 40.64 , 27.05 , 39.97 , 43.05 , 35.28 , 41.03 , 9.55 ," (3,875.38)", -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,16.97%,18.86%,20.64%,18.47%,22.25%,20.90%,0.00%,0.00%,0.00%,0.00%,,,
OPM,14.32%,13.05%,15.46%,14.97%,16.28%,17.84%,7.02%,12.81%,1.32%,0.99%,0.16%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,2.66%,1.96%,-5.37%,-9.65%,-9.53%,-9.53%,-9.65%
,,,,,,OPM,11.35%,10.51%,8.43%,5.79%,0.16%,5.79%,0.16%
,,,,,,Price to Earning, 23.82 , 35.88 , 65.50 , 123.97 , -   , 123.97 , -   
