KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPN LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 19.61 , 19.61 , 19.61 , 19.61 , 19.61 , 34.63 , 34.63 , 34.63 , 34.63 , 34.63 
Reserves, 63.37 , 66.26 , 69.12 , 72.24 , 70.21 , 57.72 , 50.44 , (4.31), (8.32), (9.30)
Borrowings, 22.86 , 28.41 , 39.49 , 42.89 , 49.48 , 55.36 , 61.47 , 61.34 , 62.50 , 63.45 
Other Liabilities, 15.71 , 35.70 , 53.28 , 53.18 , 65.34 , 36.54 , 32.45 , 31.41 , 30.82 , 23.62 
Total, 121.55 , 149.98 , 181.50 , 187.92 , 204.64 , 184.25 , 178.99 , 123.07 , 119.63 , 112.40 
,,,,,,,,,,
Net Block, 9.21 , 8.92 , 5.95 , 5.61 , 5.22 , 4.86 , 3.98 , 3.54 , 5.77 , 5.34 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 4.12 , 2.11 , 4.77 , 4.77 , 17.20 , 17.20 , 17.21 , 64.15 , 61.44 , 61.44 
Other Assets, 108.22 , 138.95 , 170.78 , 177.54 , 182.22 , 162.19 , 157.80 , 55.38 , 52.42 , 45.62 
Total, 121.55 , 149.98 , 181.50 , 187.92 , 204.64 , 184.25 , 178.99 , 123.07 , 119.63 , 112.40 
,,,,,,,,,,
Working Capital, 92.51 , 103.25 , 117.50 , 124.36 , 116.88 , 125.65 , 125.35 , 23.97 , 21.60 , 22.00 
Debtors, 32.26 , 58.04 , 77.77 , 72.54 , 95.02 , 76.37 , 77.96 , 26.63 , 22.69 , 16.02 
Inventory, 3.57 , 3.64 , 3.85 , 1.96 , 1.38 , 1.07 , 0.99 , 0.54 , 0.49 , 0.48 
,,,,,,,,,,
Debtor Days, 150.73 , 263.06 , 310.23 , 255.27 ," 1,324.26 "," 1,914.50 "," 5,009.75 "," 17,052.54 "," 63,706.54 "," 44,979.23 "
Inventory Turnover, 21.88 , 22.12 , 23.77 , 52.92 , 18.98 , 13.61 , 5.74 , 1.06 , 0.27 , 0.27 
,,,,,,,,,,
Return on Equity,4%,3%,3%,3%,-2%,-15%,-9%,-181%,-15%,-4%
Return on Capital Emp,,7%,8%,9%,4%,-5%,-1%,-46%,-5%,-1%
,,,,,,,,,,
