FINOLEX INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,492.91 "," 1,454.93 "," 1,977.73 "," 2,099.77 "," 2,144.83 "," 2,453.03 "," 2,476.15 "," 2,843.12 "," 2,602.37 "," 2,737.79 "," 3,091.32 "," 3,091.32 "," 2,843.05 "
Expenses," 1,298.78 "," 1,143.85 "," 1,758.04 "," 1,883.02 "," 1,809.01 "," 2,086.99 "," 2,273.26 "," 2,438.69 "," 2,039.29 "," 2,253.86 "," 2,501.06 "," 2,501.06 "," 2,422.27 "
Operating Profit, 194.13 , 311.08 , 219.69 , 216.75 , 335.82 , 366.04 , 202.89 , 404.43 , 563.08 , 483.93 , 590.26 , 590.26 , 420.77 
Other Income, (147.98), (28.84), 29.36 , 30.46 , (39.79), 4.49 , 6.95 , 64.12 , 24.32 , 25.32 , 27.62 , -   , -   
Depreciation, 58.32 , 61.67 , 74.43 , 75.51 , 54.42 , 62.29 , 58.67 , 50.57 , 55.05 , 60.60 , 70.07 , 70.07 , 70.07 
Interest, 46.83 , 46.61 , 59.66 , 74.96 , 51.45 , 66.37 , 70.37 , 44.71 , 15.38 , 9.82 , 12.19 , 12.19 , 12.19 
Profit before tax, (58.99), 173.96 , 114.96 , 96.74 , 190.15 , 241.86 , 80.78 , 373.28 , 516.96 , 438.84 , 535.62 , 508.00 , 338.51 
Tax, (21.10), 41.64 , 38.79 , 21.59 , 54.02 , 71.72 , 33.00 , 118.87 , 164.79 , 140.29 , 185.83 ,35%,35%
Net profit, (37.89), 132.32 , 76.17 , 75.15 , 136.14 , 170.15 , 47.78 , 254.41 , 352.18 , 298.54 , 349.80 , 331.75 , 221.07 
EPS, (3.05), 10.67 , 6.14 , 6.06 , 10.97 , 13.71 , 3.85 , 20.50 , 28.38 , 24.06 , 28.19 , 26.73 , 17.81 
Price to earning, (10.48), 6.57 , 16.14 , 8.52 , 9.15 , 15.28 , 74.58 , 17.78 , 20.09 , 27.31 , 17.51 , 20.67 , 17.51 
Price, 32.00 , 70.11 , 99.10 , 51.58 , 100.35 , 209.49 , 287.15 , 364.54 , 570.04 , 656.93 , 493.65 , 552.62 , 311.98 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,28.11%,48.85%,49.54%,50.13%,51.05%,51.95%,48.78%,40.52%,41.57%,,,
OPM,13.00%,21.38%,11.11%,10.32%,15.66%,14.92%,8.19%,14.22%,21.64%,17.68%,19.09%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.97%,4.76%,5.00%,3.40%,12.91%,12.91%,3.40%
,,,,,,OPM,14.80%,14.82%,15.41%,17.74%,19.09%,19.09%,14.80%
,,,,,,Price to Earning, 21.29 , 23.78 , 28.76 , 20.67 , 17.51 , 20.67 , 17.51 
