GALLANTT METAL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 441.11 , 433.11 , 556.68 , 585.32 , 662.74 , 669.01 , 720.34 , 669.97 , 616.27 , 824.08 ," 1,063.94 "," 1,101.96 ", 871.47 
Expenses, 392.30 , 369.47 , 508.73 , 541.09 , 607.81 , 624.61 , 655.56 , 604.41 , 564.59 , 737.95 , 939.13 , 972.69 , 795.90 
Operating Profit, 48.81 , 63.64 , 47.95 , 44.23 , 54.93 , 44.40 , 64.78 , 65.56 , 51.68 , 86.13 , 124.81 , 129.27 , 75.57 
Other Income, 2.33 , 1.09 , 11.78 , 2.61 , 4.56 , 1.21 , 0.57 , 2.85 , 1.25 , 4.75 , 5.26 , -   , -   
Depreciation, 12.48 , 14.80 , 15.67 , 15.54 , 15.92 , 17.13 , 16.86 , 17.55 , 16.85 , 14.97 , 14.09 , 14.09 , 14.09 
Interest, 18.17 , 14.01 , 13.80 , 15.95 , 10.33 , 12.39 , 11.70 , 7.04 , 6.28 , 6.56 , 5.99 , 5.99 , 5.99 
Profit before tax, 20.49 , 35.92 , 30.26 , 15.35 , 33.23 , 16.08 , 36.77 , 43.83 , 29.78 , 69.33 , 109.99 , 109.19 , 55.49 
Tax, 6.36 , 12.37 , 7.34 , 0.81 , 1.49 , 1.02 , 2.82 , 2.24 , 3.13 , 20.00 , 38.35 ,35%,35%
Net profit, 14.13 , 23.55 , 22.92 , 14.54 , 31.75 , 15.06 , 33.95 , 41.58 , 26.64 , 49.33 , 71.62 , 71.12 , 36.14 
EPS, 1.74 , 2.90 , 2.82 , 1.79 , 3.90 , 1.85 , 4.17 , 5.11 , 3.28 , 6.07 , 8.81 , 8.75 , 4.44 
Price to earning, 7.16 , 9.66 , 6.96 , 10.43 , 4.41 , 10.72 , 5.74 , 5.79 , 13.71 , 6.63 , 5.00 , 7.78 , 5.00 
Price, 12.44 , 27.96 , 19.62 , 18.64 , 17.22 , 19.85 , 23.98 , 29.59 , 44.92 , 40.24 , 44.00 , 68.06 , 22.20 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.12%,,,
OPM,11.07%,14.69%,8.61%,7.56%,8.29%,6.64%,8.99%,9.79%,8.39%,10.45%,11.73%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,7.19%,5.76%,4.45%,4.59%,33.72%,33.72%,4.45%
,,,,,,OPM,9.26%,8.67%,8.93%,9.64%,11.73%,11.73%,8.67%
,,,,,,Price to Earning, 7.84 , 7.80 , 7.93 , 7.78 , 5.00 , 7.78 , 5.00 
