ARCHIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 137.45 , 154.92 , 186.82 , 199.98 , 199.94 , 194.95 , 194.51 , 194.13 , 183.56 , 156.87 , 163.67 , 163.67 , 145.55 
Expenses, 125.19 , 136.45 , 164.34 , 177.62 , 181.39 , 178.83 , 180.32 , 183.34 , 183.69 , 154.18 , 156.75 , 156.75 , 141.88 
Operating Profit, 12.26 , 18.47 , 22.48 , 22.36 , 18.55 , 16.12 , 14.19 , 10.79 , (0.13), 2.69 , 6.92 , 6.92 , 3.67 
Other Income, (5.19), 0.18 , 0.72 , (0.09), (0.92), (0.54), 1.48 , 0.74 , 1.33 , 1.28 , 1.96 , -   , -   
Depreciation, 3.02 , 3.27 , 4.53 , 4.59 , 4.87 , 5.10 , 6.40 , 4.61 , 3.81 , 4.03 , 3.68 , 3.68 , 3.68 
Interest, 2.19 , 2.01 , 2.66 , 3.76 , 2.25 , 2.78 , 2.97 , 2.73 , 3.02 , 2.82 , 2.62 , 2.62 , 2.62 
Profit before tax, 1.86 , 13.37 , 16.01 , 13.92 , 10.51 , 7.70 , 6.32 , 4.18 , (5.63), (2.88), 2.58 , 0.62 , (2.63)
Tax, 2.95 , 4.57 , 5.18 , 4.42 , 3.50 , 2.46 , 2.20 , 1.29 , (1.93), (0.51), 1.19 ,46%,46%
Net profit, (1.09), 8.80 , 10.83 , 9.50 , 7.01 , 5.24 , 4.12 , 2.89 , (3.70), (2.37), 1.38 , 0.33 , (1.42)
EPS, (0.32), 2.61 , 3.21 , 2.81 , 2.08 , 1.55 , 1.22 , 0.86 , (1.10), (0.70), 0.41 , 0.10 , (0.42)
Price to earning, (33.36), 7.51 , 13.28 , 8.37 , 8.27 , 11.61 , 16.17 , 26.27 , (29.32), (54.30), 56.79 , 56.79 , 18.53 
Price, 10.77 , 19.57 , 42.57 , 23.55 , 17.16 , 18.00 , 19.72 , 22.48 , 32.11 , 38.10 , 23.20 , 5.62 , (7.77)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,15.34%,12.47%,14.21%,19.26%,25.76%,24.51%,0.00%,0.00%,0.00%,,,
OPM,8.92%,11.92%,12.03%,11.18%,9.28%,8.27%,7.30%,5.56%,0.00%,1.71%,4.23%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,1.48%,-2.47%,-4.74%,-6.92%,4.33%,4.33%,-6.92%
,,,,,,OPM,7.65%,6.40%,4.74%,2.52%,4.23%,4.23%,2.52%
,,,,,,Price to Earning, 18.53 , 21.25 , 27.71 , 41.53 , 56.79 , 56.79 , 18.53 
