GRUH FINANCE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 294.13 , 308.19 , 359.78 , 508.32 , 648.18 , 845.69 ," 1,060.32 "," 1,275.40 "," 1,487.39 "," 1,687.19 "," 2,028.90 "," 2,028.90 "," 2,026.95 "
Expenses, 23.55 , 32.93 , 32.95 , 39.02 , 47.25 , 55.62 , 80.46 , 103.26 , 122.91 , 139.58 , 110.47 , 110.47 , 166.60 
Operating Profit, 270.58 , 275.26 , 326.83 , 469.30 , 600.93 , 790.07 , 979.86 ," 1,172.14 "," 1,364.48 "," 1,547.61 "," 1,918.43 "," 1,918.43 "," 1,860.35 "
Other Income, 1.14 , 0.80 , 1.49 , 5.92 , 2.27 , 0.47 , -   , -   , -   , -   , 0.40 , -   , -   
Depreciation, 0.96 , 1.43 , 1.83 , 2.36 , 1.97 , 2.45 , 1.29 , 3.03 , 2.86 , 3.09 , 3.40 , 3.40 , 3.40 
Interest, 201.18 , 180.20 , 200.92 , 310.10 , 404.42 , 543.63 , 677.73 , 807.41 , 919.62 , 982.45 ," 1,300.39 "," 1,300.39 "," 1,300.39 "
Profit before tax, 69.58 , 94.43 , 125.57 , 162.76 , 196.81 , 244.46 , 300.84 , 361.70 , 442.00 , 562.07 , 615.04 , 614.64 , 556.56 
Tax, 19.31 , 25.47 , 34.06 , 42.42 , 50.93 , 67.50 , 97.04 , 118.12 , 145.35 , 199.39 , 167.84 ,27%,27%
Net profit, 50.27 , 68.96 , 91.51 , 120.34 , 145.88 , 176.96 , 203.80 , 243.58 , 296.65 , 362.68 , 447.20 , 446.91 , 404.68 
EPS, 2.90 , 3.97 , 5.21 , 6.82 , 8.17 , 9.82 , 5.61 , 6.70 , 8.14 , 9.92 , 6.10 , 6.09 , 5.52 
Price to earning, 1.86 , 3.03 , 4.06 , 4.92 , 6.17 , 8.10 , 22.12 , 18.97 , 23.86 , 31.84 , 52.84 , 52.84 , 16.16 
Price, 5.40 , 12.04 , 21.12 , 33.52 , 50.41 , 79.60 , 124.05 , 127.03 , 194.13 , 315.79 , 322.05 , 321.84 , 89.13 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,33.08%,32.73%,42.27%,33.73%,30.59%,30.54%,35.66%,34.34%,34.41%,33.27%,,,
OPM,91.99%,89.32%,90.84%,92.32%,92.71%,93.42%,92.41%,91.90%,91.74%,91.73%,94.56%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,21.42%,24.70%,21.09%,16.75%,20.25%,20.25%,16.75%
,,,,,,OPM,92.01%,92.17%,92.10%,91.78%,94.56%,94.56%,91.78%
,,,,,,Price to Earning, 16.16 , 21.10 , 26.29 , 31.88 , 52.84 , 52.84 , 16.16 
