EMAMI LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 691.34 , 935.85 ," 1,148.99 "," 1,312.36 "," 1,530.74 "," 1,594.78 "," 1,903.96 "," 2,149.93 "," 2,301.71 "," 2,353.99 "," 2,483.27 "," 2,526.51 "," 2,490.37 "
Expenses, 597.49 , 748.57 , 939.23 ," 1,115.02 "," 1,280.27 "," 1,279.92 "," 1,434.35 "," 1,439.76 "," 1,517.17 "," 1,577.49 "," 1,780.52 "," 1,683.35 "," 1,865.67 "
Operating Profit, 93.85 , 187.28 , 209.76 , 197.34 , 250.47 , 314.86 , 469.61 , 710.17 , 784.54 , 776.50 , 702.75 , 843.16 , 624.70 
Other Income, 18.74 , 32.36 , 34.28 , 55.53 , 57.20 , 63.33 , 17.07 , (16.89), (0.34), (48.78), 31.08 , -   , -   
Depreciation, 8.24 , 15.40 , 13.94 , 18.65 , 21.19 , 32.82 , 31.48 , 252.13 , 304.67 , 305.31 , 318.04 , 318.04 , 318.04 
Interest, 31.57 , 54.71 , 15.49 , 15.55 , 6.10 , 3.89 , 4.90 , 53.75 , 57.62 , 33.17 , 19.29 , 19.29 , 19.29 
Profit before tax, 101.76 , 200.58 , 267.49 , 296.13 , 376.73 , 451.79 , 576.98 , 387.40 , 421.91 , 389.23 , 396.50 , 505.83 , 287.37 
Tax, 14.24 , 35.18 , 40.00 , 39.32 , 52.96 , 53.56 , 105.35 , 55.25 , 75.55 , 79.72 , 91.25 ,23%,23%
Net profit, 87.52 , 165.40 , 227.49 , 256.81 , 323.77 , 398.23 , 471.63 , 332.15 , 346.37 , 309.52 , 305.25 , 389.42 , 221.23 
EPS, 7.04 , 10.93 , 15.03 , 16.97 , 21.40 , 17.55 , 20.78 , 14.63 , 15.26 , 13.64 , 6.72 , 8.58 , 4.87 
Price to earning, 4.60 , 10.23 , 9.00 , 8.62 , 9.43 , 13.13 , 24.45 , 33.30 , 33.78 , 41.20 , 53.18 , 53.18 , 21.90 
Price, 32.39 , 111.78 , 135.29 , 146.28 , 201.73 , 230.30 , 507.99 , 487.31 , 515.52 , 561.85 , 357.60 , 456.20 , 106.73 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,31.96%,27.44%,23.28%,47.13%,37.38%,39.90%,33.69%,47.84%,45.88%,51.34%,,,
OPM,13.58%,20.01%,18.26%,15.04%,16.36%,19.74%,24.66%,33.03%,34.09%,32.99%,28.30%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,14.58%,10.79%,8.99%,7.33%,5.49%,7.33%,5.49%
,,,,,,OPM,25.08%,26.65%,29.65%,33.37%,28.30%,33.37%,25.08%
,,,,,,Price to Earning, 21.90 , 27.13 , 33.17 , 40.36 , 53.18 , 53.18 , 21.90 
