CENTURY PLYBOARDS (INDIA) LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 624.27 , 671.58 , 876.96 ," 1,118.12 "," 1,131.15 "," 1,283.98 "," 1,564.81 "," 1,635.69 "," 1,782.04 "," 1,967.22 "," 2,263.83 "," 2,263.83 "," 2,146.68 "
Expenses, 626.78 , 649.43 , 779.38 ," 1,001.37 "," 1,018.31 "," 1,134.96 "," 1,314.99 "," 1,352.01 "," 1,490.01 "," 1,661.16 "," 1,963.46 "," 1,893.13 "," 1,870.21 "
Operating Profit, (2.51), 22.15 , 97.58 , 116.75 , 112.84 , 149.02 , 249.82 , 283.68 , 292.03 , 306.06 , 300.37 , 370.70 , 276.47 
Other Income, (7.55), 45.56 , 15.86 , 12.45 , 7.31 , 8.65 , 18.09 , 6.32 , 22.68 , 6.69 , 6.05 , -   , -   
Depreciation, 16.92 , 18.92 , 24.18 , 26.51 , 26.73 , 33.24 , 44.80 , 43.73 , 52.38 , 81.04 , 49.99 , 49.99 , 49.99 
Interest, 17.55 , 13.00 , 13.56 , 39.96 , 39.05 , 55.12 , 43.29 , 46.46 , 28.64 , 32.68 , 44.58 , 44.58 , 44.58 
Profit before tax, 8.14 , 96.48 , 75.79 , 62.96 , 54.37 , 69.31 , 179.81 , 199.81 , 233.69 , 199.01 , 211.85 , 276.13 , 181.90 
Tax, (2.97), 15.53 , 1.28 , 2.87 , 1.72 , 2.37 , 28.98 , 30.00 , 48.13 , 42.37 , 53.10 ,25%,25%
Net profit, 11.11 , 80.95 , 74.51 , 60.09 , 52.65 , 66.94 , 150.82 , 169.81 , 185.56 , 156.64 , 158.76 , 206.91 , 136.31 
EPS, 0.50 , 3.62 , 3.33 , 2.69 , 2.36 , 2.99 , 6.75 , 7.60 , 8.30 , 7.01 , 7.15 , 9.31 , 6.14 
Price to earning, 51.45 , 13.57 , 17.39 , 19.02 , 18.34 , 10.59 , 34.25 , 23.39 , 31.48 , 48.89 , 23.25 , 31.75 , 23.25 
Price, 25.57 , 49.14 , 57.98 , 51.13 , 43.20 , 31.72 , 231.07 , 177.65 , 261.29 , 342.56 , 166.15 , 295.71 , 142.65 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,50.05%,27.49%,29.86%,37.03%,10.56%,33.24%,29.51%,13.10%,11.99%,14.20%,,,
OPM,0.00%,3.30%,11.13%,10.44%,9.98%,11.61%,15.96%,17.34%,16.39%,15.56%,13.27%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,13.60%,12.23%,11.70%,7.93%,15.08%,15.08%,7.93%
,,,,,,OPM,12.88%,14.41%,15.55%,16.37%,13.27%,16.37%,12.88%
,,,,,,Price to Earning, 26.51 , 26.15 , 28.64 , 31.75 , 23.25 , 31.75 , 23.25 
