DYNACONS SYSTEMS & SOLUTIONS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 38.57 , 38.06 , 42.33 , 51.94 , 58.53 , 77.32 , 104.92 , 124.18 , 158.29 , 210.70 , 290.24 , 290.24 , 270.96 
Expenses, 35.52 , 35.70 , 39.20 , 48.40 , 55.60 , 73.84 , 100.93 , 120.01 , 153.55 , 204.04 , 281.54 , 281.08 , 262.84 
Operating Profit, 3.05 , 2.36 , 3.13 , 3.54 , 2.93 , 3.48 , 3.99 , 4.17 , 4.74 , 6.66 , 8.70 , 9.16 , 8.12 
Other Income, (0.09), -   , 0.20 , 0.18 , 0.13 , 0.27 , 0.43 , 0.52 , 0.42 , 0.83 , 1.05 , -   , -   
Depreciation, 1.43 , 0.73 , 0.92 , 0.99 , 1.04 , 1.17 , 1.21 , 0.62 , 0.61 , 0.76 , 0.77 , 0.77 , 0.77 
Interest, 1.01 , 0.65 , 1.28 , 1.28 , 1.26 , 1.72 , 2.19 , 2.75 , 2.91 , 3.90 , 4.75 , 4.75 , 4.75 
Profit before tax, 0.52 , 0.98 , 1.14 , 1.44 , 0.75 , 0.84 , 1.03 , 1.32 , 1.64 , 2.84 , 4.23 , 3.64 , 2.60 
Tax, 0.18 , 0.25 , 0.37 , 0.41 , 0.22 , 0.26 , 0.34 , 0.40 , 0.41 , 0.94 , 1.23 ,29%,29%
Net profit, 0.34 , 0.73 , 0.77 , 1.03 , 0.52 , 0.58 , 0.69 , 0.91 , 1.24 , 1.89 , 2.98 , 2.58 , 1.85 
EPS, 0.11 , 1.23 , 1.30 , 1.74 , 0.88 , 0.98 , 1.16 , 1.54 , 1.94 , 2.74 , 3.25 , 2.82 , 2.01 
Price to earning, 37.25 , 7.58 , 12.72 , 2.55 , 4.16 , 2.94 , 8.48 , 8.94 , 10.51 , 15.12 , 8.25 , 10.70 , 7.62 
Price, 4.27 , 9.35 , 16.54 , 4.43 , 3.66 , 2.88 , 9.88 , 13.74 , 20.43 , 41.37 , 26.80 , 30.16 , 15.33 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,7.91%,6.20%,7.39%,6.82%,5.01%,4.50%,3.80%,3.36%,2.99%,3.16%,3.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,20.76%,25.77%,29.20%,26.16%,37.75%,37.75%,20.76%
,,,,,,OPM,4.21%,3.76%,3.41%,3.16%,3.00%,3.16%,3.00%
,,,,,,Price to Earning, 10.77 , 7.62 , 9.04 , 10.70 , 8.25 , 10.70 , 7.62 
