AGARWAL INDUSTRIAL CORPORATION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 4.91 , 4.91 , 4.91 , 4.91 , 5.51 , 5.51 , 5.51 , 8.00 , 10.16 , 10.26 
Reserves, 2.86 , 4.44 , 5.65 , 8.06 , 28.74 , 32.81 , 37.62 , 61.28 , 96.13 , 107.84 
Borrowings, 8.34 , 9.13 , 19.53 , 32.47 , 23.02 , 34.18 , 40.51 , 65.22 , 73.86 , 95.68 
Other Liabilities, 4.07 , 8.68 , 4.11 , 10.15 , 7.09 , 8.99 , 11.08 , 12.32 , 20.89 , 23.87 
Total, 20.18 , 27.16 , 34.20 , 55.59 , 64.36 , 81.49 , 94.72 , 146.82 , 201.04 , 237.65 
,,,,,,,,,,
Net Block, 16.45 , 19.08 , 20.77 , 20.17 , 24.52 , 27.16 , 27.95 , 36.76 , 41.47 , 59.06 
Capital Work in Progress, -   , -   , 0.05 , 0.05 , 0.18 , 0.71 , 0.85 , 0.10 , 8.08 , 0.41 
Investments, -   , -   , 2.33 , 2.33 , 2.33 , 2.43 , 3.95 , 5.35 , 9.91 , 12.13 
Other Assets, 3.73 , 8.08 , 11.05 , 33.04 , 37.33 , 51.19 , 61.97 , 104.61 , 141.58 , 166.05 
Total, 20.18 , 27.16 , 34.20 , 55.59 , 64.36 , 81.49 , 94.72 , 146.82 , 201.04 , 237.65 
,,,,,,,,,,
Working Capital, (0.34), (0.60), 6.94 , 22.89 , 30.24 , 42.20 , 50.89 , 92.29 , 120.69 , 142.18 
Debtors, 2.00 , 5.05 , 6.66 , 12.70 , 17.06 , 27.24 , 40.56 , 76.67 , 104.87 , 112.68 
Inventory, 0.12 , 0.40 , 1.72 , 8.47 , 4.76 , 4.80 , 9.14 , 7.18 , 17.06 , 36.32 
,,,,,,,,,,
Debtor Days, 51.01 , 48.11 , 43.59 , 59.04 , 53.35 , 56.52 , 68.16 , 101.31 , 130.20 , 99.97 
Inventory Turnover, 119.25 , 95.78 , 32.42 , 9.27 , 24.52 , 36.65 , 23.76 , 38.47 , 17.23 , 11.33 
,,,,,,,,,,
Return on Equity,16%,17%,16%,19%,10%,13%,13%,10%,8%,9%
Return on Capital Emp,,19%,14%,11%,14%,15%,16%,15%,14%,12%
,,,,,,,,,,
