ARIES AGRO LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 93.43 , 125.77 , 139.54 , 174.40 , 172.66 , 214.13 , 208.64 , 207.60 , 216.79 , 261.07 , 268.26 , 314.39 , 281.88 
Expenses, 81.39 , 100.45 , 106.38 , 140.03 , 138.04 , 173.26 , 171.71 , 175.77 , 176.91 , 216.47 , 216.68 , 253.94 , 234.05 
Operating Profit, 12.04 , 25.32 , 33.16 , 34.37 , 34.62 , 40.87 , 36.93 , 31.83 , 39.88 , 44.60 , 51.58 , 60.45 , 47.83 
Other Income, (0.24), 2.53 , 3.62 , 4.88 , 2.22 , 1.75 , 1.26 , 1.07 , 1.51 , 4.11 , -   , -   , -   
Depreciation, 0.97 , 1.60 , 1.81 , 1.89 , 1.85 , 1.47 , 1.82 , 1.76 , 1.85 , 2.22 , 2.29 , 2.29 , 2.29 
Interest, 5.81 , 8.68 , 12.66 , 20.92 , 21.01 , 22.77 , 21.30 , 20.72 , 21.19 , 24.71 , 25.32 , 25.32 , 25.32 
Profit before tax, 5.02 , 17.57 , 22.31 , 16.45 , 13.99 , 18.37 , 15.07 , 10.40 , 18.35 , 21.77 , 23.97 , 32.84 , 20.22 
Tax, 3.74 , 6.43 , 7.93 , 6.01 , 4.66 , 6.85 , 3.26 , 4.01 , 6.50 , 7.63 , 7.72 ,32%,32%
Net profit, 1.28 , 11.14 , 14.38 , 10.45 , 9.34 , 11.53 , 11.81 , 6.40 , 11.84 , 14.15 , 16.25 , 22.26 , 13.71 
EPS, 0.98 , 8.57 , 11.06 , 8.04 , 7.18 , 8.87 , 9.08 , 4.92 , 9.10 , 10.88 , 12.50 , 17.13 , 10.54 
Price to earning, 36.21 , 14.77 , 11.32 , 9.63 , 6.51 , 6.89 , 13.12 , 20.95 , 17.29 , 18.52 , 6.28 , 15.76 , 6.28 
Price, 35.64 , 126.56 , 125.22 , 77.36 , 46.78 , 61.08 , 119.11 , 103.13 , 157.38 , 201.54 , 78.45 , 269.88 , 66.18 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,17.50%,18.08%,18.66%,20.88%,22.55%,22.02%,30.47%,21.96%,21.13%,,,
OPM,12.89%,20.13%,23.76%,19.71%,20.05%,19.09%,17.70%,15.33%,18.40%,17.08%,19.23%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,12.09%,9.36%,8.62%,7.76%,20.43%,20.43%,7.76%
,,,,,,OPM,18.39%,18.08%,17.52%,16.97%,19.23%,19.23%,16.97%
,,,,,,Price to Earning, 14.68 , 12.40 , 13.84 , 15.76 , 6.28 , 15.76 , 6.28 
