DHUNSERI VENTURES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 11.72 , 11.72 , 35.03 , 35.03 , 35.03 , 35.03 , 35.03 , 35.03 , 35.03 , 35.03 
Reserves, 131.18 , 571.54 , 680.42 , 711.58 , 754.51 , 805.84 , 538.75 , 736.20 , 723.28 , 797.67 
Borrowings, 41.18 , 397.56 , 409.83 , 760.57 ," 1,543.34 "," 1,661.75 "," 1,291.35 ", -   , -   , 108.47 
Other Liabilities, 61.84 , 291.21 , 467.51 , 594.84 , 412.57 , 436.33 , 397.32 ," 1,710.79 ", 7.58 , 156.15 
Total, 245.92 ," 1,272.03 "," 1,592.79 "," 2,102.02 "," 2,745.45 "," 2,938.95 "," 2,262.45 "," 2,482.02 ", 765.89 ," 1,097.32 "
,,,,,,,,,,
Net Block, 50.59 , 537.01 , 574.56 , 574.12 , 876.78 , 878.56 , 705.44 , 13.84 , 13.01 , 12.90 
Capital Work in Progress, 0.56 , 43.57 , 46.75 , 350.41 , 117.59 , 129.14 , 27.96 , -   , -   , -   
Investments, 153.37 , 81.56 , 140.75 , 222.51 , 257.44 , 299.37 , 248.93 , 380.09 , 694.94 , 708.80 
Other Assets, 41.40 , 609.89 , 830.73 , 954.98 ," 1,493.64 "," 1,631.88 "," 1,280.12 "," 2,088.09 ", 57.94 , 375.62 
Total, 245.92 ," 1,272.03 "," 1,592.79 "," 2,102.02 "," 2,745.45 "," 2,938.95 "," 2,262.45 "," 2,482.02 ", 765.89 ," 1,097.32 "
,,,,,,,,,,
Working Capital, (20.44), 318.68 , 363.22 , 360.14 ," 1,081.07 "," 1,195.55 ", 882.80 , 377.30 , 50.36 , 219.47 
Debtors, 10.74 , 149.11 , 172.18 , 251.68 , 526.00 , 471.84 , 166.81 , -   , -   , 119.19 
Inventory, 12.76 , 76.07 , 182.37 , 227.39 , 462.66 , 463.05 , 312.67 , -   , -   , 70.77 
,,,,,,,,,,
Debtor Days, 37.50 , 47.74 , 39.43 , 46.41 , 85.14 , 44.37 , -   , -   , -   , 45.96 
Inventory Turnover, 8.19 , 14.99 , 8.74 , 8.71 , 4.87 , 8.38 , -   , -   , -   , 13.37 
,,,,,,,,,,
Return on Equity,12%,15%,18%,7%,10%,9%,7%,5%,-3%,4%
Return on Capital Emp,,24%,21%,8%,7%,6%,2%,3%,-22%,5%
,,,,,,,,,,
