LGB FORGE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 10.00 , 10.00 , 10.00 , 10.00 , 15.00 , 15.00 , 15.00 , 15.00 , 15.00 , 15.00 
Reserves, 18.20 , 4.21 , (4.42), (9.72), (5.33), (2.26), (3.55), (5.89), (8.24), (11.61)
Borrowings, 75.45 , 76.02 , 71.06 , 70.30 , 52.45 , 35.75 , 31.76 , 22.86 , 17.90 , 16.54 
Other Liabilities, 21.69 , 24.66 , 22.10 , 18.92 , 17.63 , 15.40 , 21.38 , 23.58 , 21.51 , 26.73 
Total, 125.34 , 114.89 , 98.74 , 89.50 , 79.75 , 63.89 , 64.59 , 55.55 , 46.17 , 46.66 
,,,,,,,,,,
Net Block, 68.13 , 62.80 , 50.60 , 42.57 , 31.96 , 19.42 , 14.72 , 11.65 , 8.76 , 12.48 
Capital Work in Progress, 4.66 , 0.11 , -   , 0.12 , 0.37 , -   , -   , -   , -   , 0.38 
Investments, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Assets, 52.55 , 51.98 , 48.14 , 46.81 , 47.42 , 44.47 , 49.87 , 43.90 , 37.41 , 33.80 
Total, 125.34 , 114.89 , 98.74 , 89.50 , 79.75 , 63.89 , 64.59 , 55.55 , 46.17 , 46.66 
,,,,,,,,,,
Working Capital, 30.86 , 27.32 , 26.04 , 27.89 , 29.79 , 29.07 , 28.49 , 20.32 , 15.90 , 7.07 
Debtors, 27.85 , 29.66 , 25.05 , 25.84 , 25.89 , 23.94 , 31.70 , 27.26 , 15.58 , 18.06 
Inventory, 16.99 , 16.88 , 18.57 , 17.78 , 18.42 , 17.97 , 16.49 , 15.02 , 19.40 , 13.14 
,,,,,,,,,,
Debtor Days, 107.81 , 105.44 , 71.68 , 74.19 , 87.49 , 100.97 , 144.34 , 112.68 , 68.64 , 66.12 
Inventory Turnover, 5.55 , 6.08 , 6.87 , 7.15 , 5.86 , 4.82 , 4.86 , 5.88 , 4.27 , 7.59 
,,,,,,,,,,
Return on Equity,-40%,-96%,-154%,-1893%,-45%,24%,-1%,-26%,-32%,-94%
Return on Capital Emp,,-4%,2%,7%,6%,17%,10%,5%,3%,0%
,,,,,,,,,,
