JMT AUTO LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 188.26 , 190.54 , 290.84 , 362.49 , 306.22 , 285.11 , 429.62 , 333.93 , 313.68 , 346.77 , 388.85 , 388.85 , 319.97 
Expenses, 150.07 , 152.17 , 241.62 , 304.85 , 263.55 , 245.90 , 375.46 , 281.90 , 260.30 , 297.29 , 341.66 , 328.28 , 281.14 
Operating Profit, 38.19 , 38.37 , 49.22 , 57.64 , 42.67 , 39.21 , 54.16 , 52.03 , 53.38 , 49.48 , 47.19 , 60.57 , 38.83 
Other Income, 2.45 , 2.60 , 2.02 , 6.59 , 13.69 , 6.97 , 2.30 , 3.40 , 3.54 , 0.52 , (0.63), -   , -   
Depreciation, 16.03 , 15.87 , 18.18 , 19.56 , 21.63 , 18.29 , 25.05 , 27.61 , 29.33 , 28.58 , 27.03 , 27.03 , 27.03 
Interest, 17.67 , 18.30 , 18.52 , 21.14 , 19.42 , 21.86 , 19.58 , 19.97 , 21.83 , 19.67 , 17.25 , 17.25 , 17.25 
Profit before tax, 6.94 , 6.80 , 14.54 , 23.53 , 15.32 , 6.05 , 11.81 , 7.84 , 5.76 , 1.73 , 2.28 , 16.29 , (5.45)
Tax, 3.48 , 3.27 , 4.72 , 7.45 , 3.30 , (1.01), 2.33 , 2.73 , 1.56 , 0.93 , 1.30 ,57%,57%
Net profit, 3.46 , 3.53 , 9.82 , 16.08 , 12.02 , 7.06 , 9.48 , 5.10 , 4.21 , 0.79 , 0.99 , 7.00 , (2.34)
EPS, 0.19 , 0.20 , 0.55 , 0.89 , 0.67 , 0.39 , 0.19 , 0.10 , 0.08 , 0.02 , 0.02 , 0.14 , (0.05)
Price to earning, 3.47 , 8.85 , 3.81 , 1.79 , 4.11 , 14.43 , 85.24 , 266.49 , 120.98 , 285.09 , 117.05 , 197.40 , 82.85 
Price, 0.67 , 1.74 , 2.08 , 1.60 , 2.75 , 5.66 , 16.04 , 26.98 , 10.11 , 4.47 , 2.30 , 27.43 , (3.85)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,4.05%,10.20%,7.33%,8.96%,5.99%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,20.29%,20.14%,16.92%,15.90%,13.93%,13.75%,12.61%,15.58%,17.02%,14.27%,12.14%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,7.02%,2.54%,2.52%,-6.89%,12.13%,12.13%,-6.89%
,,,,,,OPM,15.57%,14.66%,14.53%,15.58%,12.14%,15.58%,12.14%
,,,,,,Price to Earning, 82.85 , 111.90 , 148.21 , 197.40 , 117.05 , 197.40 , 82.85 
