ALKYL AMINES CHEMICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 10.21 , 10.21 , 10.21 , 10.21 , 10.21 , 10.21 , 10.21 , 10.21 , 10.21 , 10.21 
Reserves, 52.96 , 59.42 , 66.26 , 78.68 , 96.65 , 129.98 , 164.61 , 189.26 , 235.36 , 286.95 
Borrowings, 133.27 , 113.58 , 120.08 , 123.41 , 146.01 , 150.65 , 134.56 , 111.45 , 120.06 , 181.26 
Other Liabilities, 55.71 , 52.65 , 54.09 , 62.58 , 80.91 , 99.30 , 94.39 , 96.57 , 148.63 , 161.34 
Total, 252.15 , 235.86 , 250.64 , 274.88 , 333.78 , 390.14 , 403.77 , 407.49 , 514.26 , 639.76 
,,,,,,,,,,
Net Block, 102.60 , 98.49 , 97.92 , 122.34 , 126.10 , 154.80 , 150.54 , 187.13 , 220.09 , 355.17 
Capital Work in Progress, 7.45 , 13.53 , 23.28 , 5.64 , 8.93 , 2.59 , 31.07 , 16.14 , 34.76 , 18.40 
Investments, 2.30 , 2.34 , 2.34 , 2.34 , 2.34 , 2.26 , 2.26 , 2.26 , 1.44 , 1.44 
Other Assets, 139.80 , 121.50 , 127.10 , 144.56 , 196.41 , 230.49 , 219.90 , 201.96 , 257.97 , 264.75 
Total, 252.15 , 235.86 , 250.64 , 274.88 , 333.78 , 390.14 , 403.77 , 407.49 , 514.26 , 639.76 
,,,,,,,,,,
Working Capital, 84.09 , 68.85 , 73.01 , 81.98 , 115.50 , 131.19 , 125.51 , 105.39 , 109.34 , 103.41 
Debtors, 37.88 , 38.98 , 47.33 , 60.36 , 75.97 , 89.80 , 98.93 , 90.30 , 97.34 , 123.78 
Inventory, 72.51 , 55.62 , 51.96 , 49.73 , 72.69 , 82.72 , 70.54 , 63.16 , 111.41 , 85.18 
,,,,,,,,,,
Debtor Days, 70.27 , 66.35 , 73.24 , 76.55 , 75.79 , 73.48 , 75.80 , 68.16 , 70.97 , 73.32 
Inventory Turnover, 2.71 , 3.86 , 4.54 , 5.79 , 5.03 , 5.39 , 6.75 , 7.66 , 4.49 , 7.23 
,,,,,,,,,,
Return on Equity,9%,14%,14%,19%,22%,31%,26%,25%,21%,22%
Return on Capital Emp,,14%,13%,18%,21%,28%,26%,26%,24%,25%
,,,,,,,,,,
