CENTURY ENKA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,162.33 "," 1,230.87 "," 1,349.08 "," 1,649.51 "," 1,552.17 "," 1,466.79 "," 1,218.53 "," 1,148.48 "," 1,185.31 "," 1,416.48 "," 1,791.38 "," 1,791.38 "," 1,384.00 "
Expenses," 1,070.61 "," 1,016.10 "," 1,175.91 "," 1,568.24 "," 1,417.81 "," 1,291.72 "," 1,102.86 "," 1,014.09 "," 1,009.98 "," 1,304.77 "," 1,640.87 "," 1,590.08 "," 1,267.72 "
Operating Profit, 91.72 , 214.77 , 173.17 , 81.27 , 134.36 , 175.07 , 115.67 , 134.39 , 175.33 , 111.71 , 150.51 , 201.30 , 116.28 
Other Income, 15.62 , 9.67 , 10.35 , 18.23 , (1.51), 12.36 , 7.02 , 4.31 , 12.45 , 42.66 , 17.09 , -   , -   
Depreciation, 59.10 , 61.06 , 61.15 , 67.43 , 71.91 , 70.71 , 42.75 , 40.94 , 42.37 , 41.94 , 45.04 , 45.04 , 45.04 
Interest, 25.66 , 10.84 , 16.18 , 31.72 , 29.46 , 20.91 , 17.32 , 9.56 , 5.62 , 3.40 , 3.46 , 3.46 , 3.46 
Profit before tax, 22.58 , 152.54 , 106.19 , 0.35 , 31.48 , 95.81 , 62.62 , 88.20 , 139.79 , 109.03 , 119.10 , 152.80 , 67.78 
Tax, 5.96 , 52.38 , 26.83 , (8.43), 9.59 , 32.88 , 26.05 , 29.10 , 48.82 , 38.94 , 42.52 ,36%,36%
Net profit, 16.62 , 100.16 , 79.36 , 8.78 , 21.89 , 62.93 , 36.57 , 59.10 , 90.97 , 70.09 , 76.58 , 98.25 , 43.58 
EPS, 8.29 , 48.04 , 36.32 , 4.02 , 10.02 , 28.80 , 16.74 , 27.05 , 41.63 , 32.08 , 35.05 , 44.97 , 19.95 
Price to earning, 8.58 , 6.19 , 5.52 , 28.48 , 10.56 , 5.16 , 10.60 , 6.98 , 10.34 , 11.21 , 6.67 , 8.80 , 6.67 
Price, 71.08 , 297.26 , 200.52 , 114.42 , 105.77 , 148.57 , 177.35 , 188.78 , 430.34 , 359.52 , 233.75 , 395.63 , 133.03 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,60.35%,12.49%,17.89%,124.49%,59.89%,20.83%,35.85%,27.73%,16.81%,21.81%,,,
OPM,7.89%,17.45%,12.84%,4.93%,8.66%,11.94%,9.49%,11.70%,14.79%,7.89%,8.40%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,2.22%,0.70%,-1.81%,5.15%,26.47%,26.47%,-1.81%
,,,,,,OPM,10.52%,9.63%,11.07%,11.24%,8.40%,11.24%,8.40%
,,,,,,Price to Earning, 10.02 , 11.25 , 8.49 , 8.80 , 6.67 , 8.80 , 6.67 
