J K CEMENTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,495.75 "," 1,826.79 "," 2,093.18 "," 2,544.99 "," 2,907.34 "," 2,790.43 "," 3,350.58 "," 4,124.35 "," 3,744.64 "," 4,587.79 "," 4,981.30 "," 5,620.79 "," 5,063.62 "
Expenses," 1,340.42 "," 1,611.28 "," 1,815.34 "," 2,029.59 "," 2,349.77 "," 2,420.94 "," 2,893.34 "," 3,611.31 "," 3,064.25 "," 3,830.64 "," 4,171.19 "," 4,706.68 "," 4,307.44 "
Operating Profit, 155.33 , 215.51 , 277.84 , 515.40 , 557.57 , 369.49 , 457.24 , 513.04 , 680.39 , 757.15 , 810.11 , 914.11 , 756.18 
Other Income, 17.05 , 24.24 , 35.91 , 38.44 , 46.50 , 47.93 , 51.35 , 57.11 , 82.14 , 110.77 , 80.52 , -   , -   
Depreciation, 52.42 , 85.51 , 112.73 , 125.58 , 128.26 , 133.97 , 136.60 , 164.12 , 176.10 , 186.27 , 194.38 , 194.38 , 194.38 
Interest, 54.67 , 69.42 , 118.51 , 144.28 , 139.82 , 152.60 , 219.42 , 270.75 , 272.91 , 245.35 , 222.70 , 222.70 , 222.70 
Profit before tax, 233.96 , 311.26 , 83.68 , 285.78 , 340.62 , 136.27 , 159.15 , 142.13 , 324.43 , 439.73 , 473.55 , 497.03 , 339.10 
Tax, 91.62 , 85.26 , 19.63 , 108.45 , 107.08 , 39.24 , 2.23 , 38.81 , 113.64 , 97.86 , 148.69 ,31%,31%
Net profit, 142.34 , 226.00 , 64.05 , 177.33 , 233.55 , 97.03 , 156.92 , 103.33 , 210.78 , 341.87 , 324.89 , 340.97 , 232.62 
EPS, 20.36 , 32.32 , 9.16 , 25.36 , 33.40 , 13.88 , 22.44 , 14.78 , 30.14 , 48.89 , 42.05 , 44.13 , 30.11 
Price to earning, 2.56 , 5.77 , 14.54 , 5.91 , 7.75 , 17.75 , 29.51 , 43.50 , 31.26 , 19.82 , 25.40 , 30.00 , 18.53 
Price, 52.21 , 186.56 , 133.20 , 149.99 , 258.83 , 246.24 , 662.29 , 642.79 , 942.33 , 968.83 ," 1,068.15 "," 1,323.65 ", 557.75 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,17.20%,18.57%,21.84%,19.72%,19.46%,21.62%,17.82%,27.07%,26.54%,20.46%,,,
OPM,10.38%,11.80%,13.27%,20.25%,19.18%,13.24%,13.65%,12.44%,18.17%,16.50%,16.26%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,13.26%,11.86%,9.55%,11.04%,22.52%,22.52%,9.55%
,,,,,,OPM,15.27%,16.01%,14.93%,15.66%,16.26%,16.26%,14.93%
,,,,,,Price to Earning, 18.53 , 22.61 , 27.87 , 30.00 , 25.40 , 30.00 , 18.53 
