AMD INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 89.52 , 111.22 , 136.88 , 181.09 , 156.68 , 182.47 , 170.93 , 170.20 , 149.10 , 145.20 , 153.97 , 153.97 , 137.05 
Expenses, 73.68 , 92.40 , 113.90 , 155.47 , 137.15 , 154.26 , 145.26 , 144.96 , 125.97 , 131.48 , 140.64 , 133.39 , 125.19 
Operating Profit, 15.84 , 18.82 , 22.98 , 25.62 , 19.53 , 28.21 , 25.67 , 25.24 , 23.13 , 13.72 , 13.33 , 20.58 , 11.87 
Other Income, 3.88 , 5.69 , 2.16 , 3.11 , 1.12 , 0.47 , 2.14 , 0.55 , 0.66 , 3.61 , 2.38 , -   , -   
Depreciation, 4.79 , 5.50 , 7.20 , 7.63 , 8.28 , 8.73 , 11.35 , 11.88 , 11.60 , 10.22 , 10.34 , 10.34 , 10.34 
Interest, 7.97 , 8.22 , 10.25 , 10.73 , 10.10 , 10.65 , 9.60 , 9.53 , 9.78 , 9.25 , 8.73 , 8.73 , 8.73 
Profit before tax, 6.96 , 10.79 , 7.69 , 10.36 , 2.26 , 9.30 , 6.86 , 4.39 , 2.42 , (2.15), (3.36), 1.51 , (7.20)
Tax, 3.57 , 4.25 , 1.92 , 3.87 , 0.67 , 3.15 , 1.50 , 1.69 , 0.40 , (1.41), (2.85),0%,0%
Net profit, 3.39 , 6.54 , 5.77 , 6.50 , 1.59 , 6.15 , 5.37 , 2.69 , 2.02 , (0.74), (0.52), 1.51 , (7.20)
EPS, 1.77 , 3.41 , 3.01 , 3.39 , 0.83 , 3.21 , 2.80 , 1.40 , 1.05 , (0.39), (0.27), 0.79 , (3.76)
Price to earning, 10.41 , 7.44 , 5.96 , 4.44 , 12.50 , 4.20 , 7.96 , 22.12 , 29.10 , (77.04), -   , 25.61 , -   
Price, 18.41 , 25.40 , 17.95 , 15.05 , 10.37 , 13.49 , 22.32 , 31.04 , 30.67 , 29.75 , 19.35 , 20.19 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,56.64%,29.36%,33.28%,29.54%,108.81%,28.13%,32.22%,35.69%,0.00%,0.00%,,,
OPM,17.69%,16.92%,16.79%,14.15%,12.46%,15.46%,15.02%,14.83%,15.51%,9.45%,8.66%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,5.52%,0.85%,-1.51%,-5.29%,6.04%,6.04%,-5.29%
,,,,,,OPM,14.65%,13.94%,14.18%,13.37%,8.66%,13.37%,8.66%
,,,,,,Price to Earning, 11.57 , 13.39 , 15.85 , 25.61 , -   , 25.61 , -   
