CALIFORNIA SOFTWARE COMPANY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 12.37 , 12.37 , 12.37 , 12.37 , 12.37 , 12.37 , 12.37 , 12.37 , 12.37 , 12.37 
Reserves, 86.22 , 88.61 , 80.81 , 15.59 , (8.47), (27.02), (39.14), (40.45), (38.71), (6.67)
Borrowings, 79.24 , 65.38 , 69.83 , 64.61 , 61.72 , 54.42 , 60.90 , 36.97 , 35.11 , 0.32 
Other Liabilities, 46.15 , 49.94 , 39.58 , 51.49 , 55.24 , 49.15 , 49.05 , 0.41 , 0.35 , 3.76 
Total, 223.98 , 216.30 , 202.59 , 144.06 , 120.86 , 88.92 , 83.18 , 9.30 , 9.12 , 9.78 
,,,,,,,,,,
Net Block, 89.80 , 85.23 , 74.99 , 55.32 , 51.79 , 45.03 , 41.97 , -   , -   , -   
Capital Work in Progress, 1.10 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 80.37 , 87.73 , 95.48 , 52.94 , 35.54 , 33.84 , 33.84 , 3.11 , 3.11 , 3.11 
Other Assets, 52.71 , 43.34 , 32.12 , 35.80 , 33.53 , 10.05 , 7.37 , 6.19 , 6.01 , 6.67 
Total, 223.98 , 216.30 , 202.59 , 144.06 , 120.86 , 88.92 , 83.18 , 9.30 , 9.12 , 9.78 
,,,,,,,,,,
Working Capital, 6.56 , (6.60), (7.46), (15.69), (21.71), (39.10), (41.68), 5.78 , 5.66 , 2.91 
Debtors, 46.47 , 33.41 , 16.77 , 9.20 , 15.98 , 0.20 , -   , -   , -   , 0.69 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 233.60 , 139.45 , 84.57 , 205.89 , 381.47 , 15.73 , -   , -   , -   , 265.11 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,-8%,5%,-8%,-233%,-617%,,,,,8%
Return on Capital Emp,,10%,-3%,-43%,-20%,-17%,-8%,26%,20%,7%
,,,,,,,,,,
