JUBILANT FOODWORKS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 280.61 , 423.93 , 678.28 ," 1,017.36 "," 1,407.57 "," 1,723.50 "," 2,074.47 "," 2,410.21 "," 2,546.07 "," 2,980.44 "," 3,530.67 "," 3,530.67 "," 3,433.73 "
Expenses, 246.41 , 409.85 , 557.63 , 824.29 ," 1,161.56 "," 1,468.08 "," 1,810.77 "," 2,136.71 "," 2,296.04 "," 2,532.49 "," 2,922.91 "," 2,922.91 "," 3,013.43 "
Operating Profit, 34.20 , 14.08 , 120.65 , 193.07 , 246.01 , 255.42 , 263.70 , 273.50 , 250.03 , 447.95 , 607.76 , 607.76 , 420.30 
Other Income, (0.24), 0.05 , 1.45 , (0.61), 6.15 , 8.97 , 6.52 , 9.60 , (1.13), 21.15 , 38.99 , -   , -   
Depreciation, 16.95 , 24.34 , 29.34 , 37.80 , 54.67 , 76.67 , 98.15 , 124.27 , 151.15 , 155.88 , 152.28 , 152.28 , 152.28 
Interest, 8.91 , 8.33 , 0.34 , -   , 0.06 , -   , -   , -   , -   , -   , -   , -   , -   
Profit before tax, 8.10 , 33.05 , 92.42 , 154.66 , 197.43 , 187.72 , 172.06 , 158.83 , 97.75 , 313.24 , 494.47 , 455.48 , 268.02 
Tax, 0.80 , 0.08 , 20.42 , 49.02 , 62.32 , 61.93 , 48.79 , 52.21 , 30.50 , 106.83 , 171.67 ,35%,35%
Net profit, 7.30 , 32.97 , 72.00 , 105.64 , 135.11 , 125.80 , 123.28 , 106.62 , 67.25 , 206.40 , 322.81 , 297.35 , 174.97 
EPS, 1.26 , 5.18 , 11.16 , 16.23 , 20.70 , 19.22 , 18.80 , 16.20 , 10.20 , 31.28 , 24.46 , 22.53 , 13.26 
Price to earning,  , 33.98 , 28.30 , 35.82 , 27.15 , 26.27 , 39.75 , 38.79 , 51.09 , 39.20 , 54.76 , 54.76 , 37.51 
Price, -   , 176.08 , 315.74 , 581.46 , 561.98 , 504.96 , 747.36 , 628.56 , 521.00 ," 1,226.29 "," 1,339.55 "," 1,233.89 ", 497.34 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.29%,15.43%,24.52%,15.98%,,,
OPM,12.19%,3.32%,17.79%,18.98%,17.48%,14.82%,12.71%,11.35%,9.82%,15.03%,17.21%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,30.02%,23.55%,16.19%,12.84%,18.46%,18.46%,12.84%
,,,,,,OPM,13.50%,13.63%,12.70%,12.24%,17.21%,17.21%,12.24%
,,,,,,Price to Earning, 37.51 , 39.10 , 41.64 , 45.96 , 54.76 , 54.76 , 37.51 
