ALLIED DIGITAL SERVICES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 18.11 , 23.24 , 23.29 , 23.09 , 23.09 , 23.09 , 23.09 , 25.10 , 25.10 , 25.10 
Reserves, 300.31 , 611.89 , 662.77 , 664.29 , 654.11 , 666.93 , 650.00 , 418.84 , 417.37 , 421.49 
Borrowings, 43.32 , 66.09 , 96.64 , 99.80 , 95.03 , 100.84 , 123.15 , 109.50 , 98.28 , 79.94 
Other Liabilities, 37.66 , 43.02 , 39.58 , 45.55 , 55.44 , 38.01 , 35.29 , 53.85 , 75.70 , 88.05 
Total, 399.40 , 744.24 , 822.28 , 832.73 , 827.67 , 828.87 , 831.53 , 607.29 , 616.45 , 614.58 
,,,,,,,,,,
Net Block, 35.57 , 61.59 , 182.36 , 241.12 , 250.16 , 243.93 , 203.19 , 99.13 , 208.21 , 192.24 
Capital Work in Progress, 31.19 , 48.25 , 46.30 , 38.93 , 44.93 , 37.69 , 37.69 , 37.69 , -   , -   
Investments, 87.12 , 305.11 , 171.94 , 152.46 , 151.93 , 152.46 , 152.45 , 240.42 , 154.79 , 154.91 
Other Assets, 245.52 , 329.29 , 421.68 , 400.22 , 380.65 , 394.79 , 438.20 , 230.05 , 253.45 , 267.43 
Total, 399.40 , 744.24 , 822.28 , 832.73 , 827.67 , 828.87 , 831.53 , 607.29 , 616.45 , 614.58 
,,,,,,,,,,
Working Capital, 207.86 , 286.27 , 382.10 , 354.67 , 325.21 , 356.78 , 402.91 , 176.20 , 177.75 , 179.38 
Debtors, 188.12 , 220.16 , 251.69 , 216.86 , 220.82 , 233.22 , 282.07 , 128.27 , 148.76 , 144.46 
Inventory, 7.55 , 9.18 , 22.20 , 37.11 , 38.01 , 38.68 , 37.90 , 33.94 , 32.96 , 33.11 
,,,,,,,,,,
Debtor Days, 175.32 , 170.79 , 176.02 , 194.95 , 341.15 , 569.86 , 820.36 , 452.75 , 695.23 , 710.33 
Inventory Turnover, 51.87 , 51.25 , 23.51 , 10.94 , 6.22 , 3.86 , 3.31 , 3.05 , 2.37 , 2.24 
,,,,,,,,,,
Return on Equity,25%,15%,8%,1%,-2%,2%,0%,0%,0%,1%
Return on Capital Emp,,23%,11%,4%,1%,3%,2%,3%,4%,3%
,,,,,,,,,,
