DHARANI SUGARS & CHEMICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 25.39 , 25.39 , 29.39 , 29.39 , 29.39 , 29.39 , 29.39 , 29.39 , 33.20 , 33.20 
Reserves, 25.04 , 66.12 , 81.42 , 88.15 , 96.81 , 62.91 , (11.36), 154.11 , 141.18 , 56.55 
Borrowings, 358.70 , 484.20 , 433.55 , 484.58 , 527.55 , 556.00 , 588.16 , 610.73 , 620.06 , 558.90 
Other Liabilities, 118.44 , 431.40 , 91.56 , 100.67 , 177.85 , 198.51 , 211.13 , 253.73 , 242.41 , 286.98 
Total, 527.57 ," 1,007.11 ", 635.92 , 702.79 , 831.60 , 846.81 , 817.32 ," 1,047.96 "," 1,036.85 ", 935.63 
,,,,,,,,,,
Net Block, 126.37 , 355.78 , 349.27 , 342.14 , 487.18 , 476.99 , 462.12 , 629.40 , 609.65 , 604.29 
Capital Work in Progress, 140.07 , 30.22 , 58.77 , 118.03 , 8.09 , 10.29 , 13.49 , 16.37 , 18.33 , -   
Investments, 5.20 , 5.20 , 5.20 , 5.18 , 5.20 , 5.18 , 5.18 , 23.57 , 26.49 , 28.58 
Other Assets, 255.93 , 615.91 , 222.68 , 237.44 , 331.13 , 354.35 , 336.53 , 378.62 , 382.38 , 302.76 
Total, 527.57 ," 1,007.11 ", 635.92 , 702.79 , 831.60 , 846.81 , 817.32 ," 1,047.96 "," 1,036.85 ", 935.63 
,,,,,,,,,,
Working Capital, 137.49 , 184.51 , 131.12 , 136.77 , 153.28 , 155.84 , 125.40 , 124.89 , 139.97 , 15.78 
Debtors, 8.23 , 25.99 , 42.69 , 76.39 , 40.29 , 22.18 , 42.43 , 54.75 , 56.47 , 45.60 
Inventory, 168.07 , 502.64 , 127.14 , 89.34 , 230.71 , 251.24 , 207.21 , 224.10 , 226.72 , 146.90 
,,,,,,,,,,
Debtor Days, 13.49 , 16.40 , 18.53 , 45.36 , 25.43 , 15.45 , 42.60 , 54.90 , 40.48 , 34.57 
Inventory Turnover, 1.32 , 1.15 , 6.61 , 6.88 , 2.51 , 2.09 , 1.75 , 1.62 , 2.25 , 3.28 
,,,,,,,,,,
Return on Equity,20%,50%,3%,9%,10%,-37%,-411%,-7%,-10%,-95%
Return on Capital Emp,,22%,11%,11%,11%,3%,-2%,4%,8%,-1%
,,,,,,,,,,
