KAVVERI TELECOM PRODUCTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 9.82 , 10.06 , 14.07 , 20.12 , 20.12 , 20.12 , 20.12 , 20.12 , 20.12 , 20.12 
Reserves, 37.06 , 66.02 , 139.25 , 238.96 , 166.79 , 157.61 , 130.30 , 108.25 , 87.13 , 59.28 
Borrowings, 73.68 , 101.90 , 66.58 , 67.06 , 115.21 , 84.33 , 134.43 , 147.83 , 102.33 , 84.53 
Other Liabilities, 43.27 , 99.83 , 84.50 , 108.20 , 66.54 , 135.00 , 112.62 , 121.55 , 172.18 , 105.29 
Total, 163.83 , 277.81 , 304.40 , 434.34 , 368.66 , 397.06 , 397.47 , 397.75 , 381.76 , 269.22 
,,,,,,,,,,
Net Block, 31.09 , 43.63 , 40.58 , 50.30 , 47.56 , 43.19 , 39.66 , 35.63 , 31.59 , 26.59 
Capital Work in Progress, 1.91 , 0.97 , 6.42 , 0.14 , 0.49 , 0.53 , 0.53 , 0.54 , 0.54 , 0.54 
Investments, 23.88 , 41.88 , 41.88 , 48.86 , 53.83 , 61.68 , 53.83 , 53.83 , 53.83 , 53.83 
Other Assets, 106.95 , 191.33 , 215.52 , 335.04 , 266.78 , 291.66 , 303.45 , 307.75 , 295.80 , 188.26 
Total, 163.83 , 277.81 , 304.40 , 434.34 , 368.66 , 397.06 , 397.47 , 397.75 , 381.76 , 269.22 
,,,,,,,,,,
Working Capital, 63.68 , 91.50 , 131.02 , 226.84 , 200.24 , 156.66 , 190.83 , 186.20 , 123.62 , 82.97 
Debtors, 57.42 , 111.03 , 80.34 , 99.56 , 49.63 , 61.18 , 59.34 , 59.42 , 42.55 , 42.86 
Inventory, 7.90 , 32.23 , 61.13 , 58.38 , 61.57 , 56.89 , 57.20 , 57.20 , 56.83 , 56.83 
,,,,,,,,,,
Debtor Days, 116.07 , 211.09 , 115.19 , 108.79 , 130.77 , 254.57 ," 18,671.64 "," 86,753.20 "," 34,512.78 "," 24,443.59 "
Inventory Turnover, 22.86 , 5.96 , 4.16 , 5.72 , 2.25 , 1.54 , 0.02 , 0.00 , 0.01 , 0.01 
,,,,,,,,,,
Return on Equity,24%,41%,22%,16%,-13%,-5%,-18%,-17%,-20%,-35%
Return on Capital Emp,,37%,28%,24%,-2%,1%,-5%,-3%,-4%,-11%
,,,,,,,,,,
