3P LAND HOLDINGS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 96.51 , 70.27 , 99.43 , 125.64 , 133.58 , 137.98 , 157.05 , 0.09 , 0.08 , 0.14 , 0.19 , 0.25 , (0.03)
Expenses, 94.29 , 71.02 , 100.93 , 122.38 , 127.73 , 129.87 , 148.81 , 0.53 , 0.48 , 0.53 , 0.44 , 0.25 , (0.03)
Operating Profit, 2.22 , (0.75), (1.50), 3.26 , 5.85 , 8.11 , 8.24 , (0.44), (0.40), (0.39), (0.25), -   , -   
Other Income, 4.53 , 4.43 , 4.49 , 1.96 , 2.90 , 2.81 , 3.03 , 2.41 , 2.27 , 1.80 , 1.32 , -   , -   
Depreciation, 0.97 , 1.14 , 1.66 , 1.66 , 1.67 , 1.74 , 1.25 , 0.07 , 0.07 , 0.07 , 0.12 , 0.12 , 0.12 
Interest, 3.55 , 3.00 , 3.94 , 3.78 , 6.22 , 7.17 , 7.26 , 1.65 , 1.99 , 1.49 , 1.35 , 1.35 , 1.35 
Profit before tax, 2.23 , 2.65 , (2.61), (0.22), 0.86 , 2.01 , 2.77 , 0.24 , (0.12), (0.14), (0.40), (1.47), (1.47)
Tax, 0.60 , 0.90 , (1.05), -   , 0.16 , 1.31 , 1.11 , 0.01 , 0.01 , (0.10), (0.30),0%,0%
Net profit, 1.63 , 1.75 , (1.56), (0.22), 0.70 , 0.70 , 1.66 , 0.24 , (0.13), (0.04), (0.10), (1.47), (1.47)
EPS, 0.91 , 0.97 , (0.87), (0.12), 0.39 , 0.39 , 0.92 , 0.13 , (0.07), (0.02), (0.06), (0.82), (0.82)
Price to earning, 9.49 , 16.45 , (21.04), (114.47), 21.88 , 19.34 , 12.60 , 74.13 , (181.31), (643.27), -   , 74.13 , -   
Price, 8.60 , 15.99 , 18.23 , 13.99 , 8.51 , 7.52 , 11.62 , 9.88 , 13.09 , 14.29 , 10.85 , (60.54), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,20.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,2.30%,0.00%,0.00%,2.59%,4.38%,5.88%,5.25%,0.00%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-51.63%,-60.86%,-74.64%,-90.38%,75.00%,75.00%,-90.38%
,,,,,,OPM,3.37%,4.59%,5.54%,0.00%,0.00%,0.00%,0.00%
,,,,,,Price to Earning, 25.65 , 31.99 , 35.36 , 74.13 , -   , 74.13 , -   
