INDIAN METALS & FERRO ALLOYS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,002.74 ", 592.59 ," 1,068.04 "," 1,192.54 "," 1,273.25 "," 1,317.85 "," 1,344.79 "," 1,211.30 "," 1,672.35 "," 1,765.60 "," 1,633.78 "," 1,933.33 "," 1,856.70 "
Expenses, 563.67 , 479.99 , 728.43 , 963.53 ," 1,017.20 "," 1,029.54 "," 1,104.30 "," 1,090.19 "," 1,157.02 "," 1,341.54 "," 1,363.71 "," 1,492.33 "," 1,549.78 "
Operating Profit, 439.07 , 112.60 , 339.61 , 229.01 , 256.05 , 288.31 , 240.49 , 121.11 , 515.33 , 424.06 , 270.07 , 440.99 , 306.92 
Other Income, 28.73 , 29.67 , 10.00 , 5.66 , (1.11), 22.03 , 23.41 , 1.24 , 49.35 , 37.33 , (61.46), -   , -   
Depreciation, 37.92 , 40.39 , 41.85 , 55.18 , 81.69 , 149.02 , 121.94 , 114.05 , 108.69 , 100.80 , 98.16 , 98.16 , 98.16 
Interest, 79.52 , 44.39 , 54.10 , 83.20 , 69.97 , 108.21 , 108.62 , 83.61 , 86.33 , 78.23 , 80.50 , 80.50 , 80.50 
Profit before tax, 350.36 , 57.49 , 253.66 , 96.29 , 103.28 , 53.11 , 33.34 , (75.31), 369.66 , 282.36 , 29.95 , 262.33 , 128.26 
Tax, 89.72 , 16.48 , 88.22 , 32.36 , 49.39 , 13.99 , 21.36 , (30.58), 119.83 , 95.43 , 18.91 ,63%,63%
Net profit, 260.64 , 41.01 , 165.44 , 63.93 , 53.89 , 39.12 , 11.98 , (44.73), 249.83 , 186.93 , 11.04 , 96.70 , 47.28 
EPS, 122.28 , 15.57 , 62.84 , 24.61 , 20.75 , 15.06 , 4.61 , (17.22), 92.61 , 69.29 , 4.09 , 35.85 , 17.53 
Price to earning, 1.47 , 50.26 , 8.92 , 13.02 , 11.38 , 17.83 , 42.27 , (7.25), 6.84 , 7.55 , 56.64 , 56.64 , 21.62 
Price, 179.32 , 782.64 , 560.35 , 320.39 , 235.98 , 268.43 , 194.92 , 124.79 , 633.70 , 523.00 , 231.80 ," 2,030.35 ", 378.83 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,8.18%,32.11%,15.92%,20.32%,24.10%,19.91%,32.55%,0.00%,21.60%,21.65%,,,
OPM,43.79%,19.00%,31.80%,19.20%,20.11%,21.88%,17.88%,10.00%,30.81%,24.02%,16.53%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.49%,7.45%,6.76%,9.50%,5.58%,9.50%,5.58%
,,,,,,OPM,23.84%,21.22%,21.74%,22.81%,16.53%,22.81%,16.53%
,,,,,,Price to Earning, 21.62 , 22.22 , 26.22 , 23.68 , 56.64 , 56.64 , 21.62 
