CARE RATINGS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 94.17 , 136.20 , 170.87 , 178.08 , 198.77 , 229.46 , 257.21 , 264.84 , 280.48 , 321.61 , 297.36 , 368.77 , 344.60 
Expenses, 21.40 , 28.37 , 40.41 , 54.90 , 64.89 , 82.83 , 95.13 , 92.74 , 94.37 , 112.17 , 126.07 , 127.31 , 146.10 
Operating Profit, 72.77 , 107.83 , 130.46 , 123.18 , 133.88 , 146.63 , 162.08 , 172.10 , 186.11 , 209.44 , 171.29 , 241.46 , 198.50 
Other Income, 5.76 , 15.83 , 5.85 , 28.21 , 28.63 , 35.66 , 43.56 , 8.60 , 34.08 , 25.27 , 29.83 , -   , -   
Depreciation, 0.76 , 1.40 , 2.21 , 1.88 , 2.63 , 2.89 , 4.95 , 3.89 , 3.14 , 2.96 , 3.05 , 3.05 , 3.05 
Interest, -   , -   , -   , -   , -   , -   , 1.30 , -   , -   , -   , -   , -   , -   
Profit before tax, 77.77 , 122.26 , 134.10 , 149.51 , 159.88 , 179.41 , 199.38 , 176.82 , 217.06 , 231.76 , 198.07 , 238.41 , 195.45 
Tax, 25.37 , 36.57 , 43.14 , 41.97 , 46.55 , 50.73 , 59.05 , 59.13 , 64.81 , 70.73 , 63.05 ,32%,32%
Net profit, 52.40 , 85.69 , 90.96 , 107.54 , 113.33 , 128.67 , 140.33 , 117.69 , 152.25 , 161.03 , 135.00 , 162.52 , 133.24 
EPS, 56.80 , 90.03 , 95.57 , 37.66 , 39.69 , 44.37 , 48.39 , 40.03 , 51.70 , 54.66 , 45.82 , 55.16 , 45.22 
Price to earning,  ,  ,  ,  , 19.11 , 17.89 , 33.33 , 25.98 , 30.49 , 23.33 , 21.27 , 25.27 , 21.27 
Price, -   , -   , -   , -   , 758.49 , 793.91 ," 1,612.82 "," 1,039.97 "," 1,576.06 "," 1,275.19 ", 974.55 ," 1,393.82 ", 961.82 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,5.94%,5.55%,6.81%,26.55%,50.38%,63.11%,163.26%,69.95%,54.16%,100.62%,,,
OPM,77.28%,79.17%,76.35%,69.17%,67.35%,63.90%,63.01%,64.98%,66.35%,65.12%,57.60%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,14.62%,9.46%,10.10%,7.73%,14.66%,14.66%,7.73%
,,,,,,OPM,67.76%,65.50%,64.74%,65.48%,57.60%,65.48%,57.60%
,,,,,,Price to Earning, 24.49 , 24.49 , 25.38 , 25.27 , 21.27 , 25.27 , 21.27 
