GODREJ INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 802.74 , 810.78 ," 1,107.60 "," 1,433.67 "," 1,460.08 "," 1,448.68 "," 1,450.29 "," 1,302.95 "," 1,500.09 "," 1,958.33 "," 2,143.99 "," 2,556.55 "," 2,088.00 "
Expenses, 870.71 , 819.28 ," 1,021.83 "," 1,259.99 "," 1,383.42 "," 1,349.33 "," 1,375.24 "," 1,209.76 "," 1,432.03 "," 1,721.48 "," 1,738.79 "," 2,073.38 "," 1,945.08 "
Operating Profit, (67.97), (8.50), 85.77 , 173.68 , 76.66 , 99.35 , 75.05 , 93.19 , 68.06 , 236.85 , 405.20 , 483.17 , 142.91 
Other Income, 171.48 , 177.30 , 142.21 , 125.09 , 112.14 , 148.04 , 233.88 , 159.68 , 46.88 , 300.81 , (202.20), -   , -   
Depreciation, 26.46 , 28.39 , 28.85 , 27.19 , 23.12 , 24.61 , 28.59 , 44.37 , 52.43 , 68.58 , 54.30 , 54.30 , 54.30 
Interest, 61.15 , 60.42 , 63.12 , 70.53 , 64.82 , 94.84 , 148.17 , 200.24 , 207.86 , 212.43 , 239.59 , 239.59 , 239.59 
Profit before tax, 15.90 , 79.99 , 136.01 , 201.05 , 97.16 , 124.88 , 132.17 , 8.26 , (145.35), 256.65 , (90.89), 189.28 , (150.98)
Tax, (2.18), (0.93), 2.58 , (0.51), 0.42 , 5.19 , (16.64), (25.95), (0.11), 15.25 , (0.07),0%,0%
Net profit, 18.08 , 80.92 , 133.43 , 201.56 , 96.74 , 119.69 , 148.81 , 34.21 , (145.24), 241.40 , (90.82), 189.28 , (150.98)
EPS, 0.57 , 2.55 , 4.20 , 6.35 , 2.89 , 3.61 , 4.43 , 1.02 , (4.32), 7.18 , (2.70), 5.63 , (4.49)
Price to earning, 124.95 , 62.72 , 44.69 , 42.27 , 105.15 , 87.32 , 81.85 , 353.93 , (122.47), 80.18 , -   , 217.05 , -   
Price, 70.65 , 159.79 , 187.75 , 268.25 , 303.51 , 315.65 , 362.64 , 360.37 , 529.18 , 575.57 , 494.80 ," 1,221.35 ", -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,221.13%,58.87%,41.65%,27.57%,60.64%,48.43%,39.50%,171.88%,0.00%,24.38%,,,
OPM,0.00%,0.00%,7.74%,12.11%,5.25%,6.86%,5.17%,7.15%,4.54%,12.09%,18.90%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,10.42%,8.48%,6.05%,10.53%,30.55%,30.55%,6.05%
,,,,,,OPM,6.84%,7.80%,7.47%,8.36%,18.90%,18.90%,6.84%
,,,,,,Price to Earning, 109.23 , 125.12 , 150.82 , 217.05 , -   , 217.05 , -   
