CADILA HEALTHCARE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 268.20 , 586.20 , 559.50 , 371.70 , 445.20 , 878.20 ," 1,083.70 "," 1,954.00 ", 867.10 , 289.20 
Cash from Investing Activity, (267.40), (248.60), (367.60), (817.40), (709.20), (407.80), (576.60)," (1,016.40)"," (2,479.70)", 26.50 
Cash from Financing Activity, 5.80 , (335.00), (177.70), 521.60 , 250.20 , (445.50), (387.10), (923.30)," 1,365.60 ", (148.70)
Net Cash Flow, 6.60 , 2.60 , 14.20 , 75.90 , (13.80), 24.90 , 120.00 , 14.30 , (247.00), 167.00 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
