GATEWAY DISTRIPARKS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 107.71 , 107.90 , 108.00 , 108.28 , 108.50 , 108.61 , 108.73 , 108.73 , 108.73 , 108.73 
Reserves, 525.79 , 560.51 , 570.97 , 580.50 , 552.05 , 501.13 , 579.60 , 679.29 , 658.34 , 606.61 
Borrowings, 8.98 , 15.89 , 15.40 , 12.44 , 22.88 , 39.43 , 39.78 , 24.96 , 92.37 , 116.34 
Other Liabilities, 57.59 , 54.23 , 61.75 , 62.49 , 31.09 , 70.78 , 73.31 , 41.43 , 40.11 , 57.51 
Total, 700.07 , 738.53 , 756.12 , 763.71 , 714.52 , 719.95 , 801.42 , 854.41 , 899.55 , 889.19 
,,,,,,,,,,
Net Block, 257.14 , 243.87 , 180.25 , 163.46 , 189.97 , 169.84 , 179.78 , 143.82 , 178.65 , 220.26 
Capital Work in Progress, 4.03 , 10.53 , -   , 1.16 , 1.74 , 7.89 , 0.13 , 18.72 , 33.82 , -   
Investments, 276.65 , 291.70 , 295.71 , 411.77 , 414.56 , 458.53 , 501.96 , 564.58 , 583.03 , 567.18 
Other Assets, 162.25 , 192.43 , 280.16 , 187.32 , 108.25 , 83.69 , 119.55 , 127.29 , 104.05 , 101.75 
Total, 700.07 , 738.53 , 756.12 , 763.71 , 714.52 , 719.95 , 801.42 , 854.41 , 899.55 , 889.19 
,,,,,,,,,,
Working Capital, 104.66 , 138.20 , 218.41 , 124.83 , 77.16 , 12.91 , 46.24 , 85.86 , 63.94 , 44.24 
Debtors, 6.13 , 5.38 , 4.51 , 5.25 , 10.29 , 9.55 , 19.58 , 29.93 , 27.47 , 37.81 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 10.99 , 12.38 , 8.84 , 8.48 , 18.24 , 17.78 , 25.90 , 33.04 , 31.21 , 42.08 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,15%,12%,12%,12%,9%,6%,12%,15%,7%,5%
Return on Capital Emp,,11%,13%,17%,12%,9%,17%,20%,8%,7%
,,,,,,,,,,
