LIBERTY SHOES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 17.04 , 17.04 , 17.04 , 17.04 , 17.04 , 17.04 , 17.04 , 17.04 , 17.04 , 17.04 
Reserves, 105.30 , 114.50 , 124.58 , 132.21 , 139.39 , 120.52 , 127.91 , 138.12 , 144.66 , 151.26 
Borrowings, 101.68 , 87.83 , 91.08 , 94.20 , 104.69 , 116.66 , 138.85 , 134.90 , 136.15 , 111.57 
Other Liabilities, 52.11 , 53.39 , 87.52 , 89.81 , 93.64 , 114.32 , 123.26 , 99.82 , 127.87 , 134.43 
Total, 276.13 , 272.76 , 320.22 , 333.26 , 354.76 , 368.54 , 407.06 , 389.88 , 425.72 , 414.30 
,,,,,,,,,,
Net Block, 84.64 , 83.28 , 86.48 , 86.90 , 87.21 , 99.36 , 96.61 , 98.09 , 92.60 , 90.58 
Capital Work in Progress, 0.13 , -   , 1.05 , 0.05 , 0.23 , 0.04 , 1.07 , 1.28 , 1.42 , 0.25 
Investments, 20.34 , 17.50 , 16.22 , 16.22 , 26.02 , 1.22 , 1.22 , 1.22 , 1.22 , 1.22 
Other Assets, 171.02 , 171.98 , 216.47 , 230.09 , 241.30 , 267.92 , 308.16 , 289.29 , 330.48 , 322.25 
Total, 276.13 , 272.76 , 320.22 , 333.26 , 354.76 , 368.54 , 407.06 , 389.88 , 425.72 , 414.30 
,,,,,,,,,,
Working Capital, 118.91 , 118.59 , 128.95 , 140.28 , 147.66 , 153.60 , 184.90 , 189.47 , 202.61 , 187.82 
Debtors, 70.43 , 68.45 , 77.67 , 87.79 , 96.75 , 115.66 , 114.81 , 95.48 , 120.17 , 101.16 
Inventory, 67.27 , 69.71 , 81.28 , 82.83 , 90.69 , 112.40 , 143.21 , 141.08 , 164.15 , 169.39 
,,,,,,,,,,
Debtor Days, 106.50 , 95.92 , 95.13 , 96.36 , 105.01 , 87.24 , 79.72 , 76.74 , 88.25 , 67.68 
Inventory Turnover, 3.59 , 3.74 , 3.67 , 4.01 , 3.71 , 4.31 , 3.67 , 3.22 , 3.03 , 3.22 
,,,,,,,,,,
Return on Equity,6%,7%,7%,5%,5%,10%,12%,7%,4%,4%
Return on Capital Emp,,8%,8%,8%,8%,12%,12%,10%,9%,9%
,,,,,,,,,,
