IIFL HOLDINGS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 492.06 , 698.21 , 799.25 , 624.15 , 549.55 , 88.67 , 110.03 , 211.41 , 142.87 , 158.81 , 176.63 , 179.47 , 119.98 
Expenses, 303.94 , 418.97 , 511.31 , 490.76 , 408.71 , 5.98 , 4.36 , 14.10 , 2.01 , 3.29 , 9.61 , 6.79 , 66.98 
Operating Profit, 188.12 , 279.24 , 287.94 , 133.39 , 140.84 , 82.69 , 105.67 , 197.31 , 140.86 , 155.52 , 167.02 , 172.69 , 52.99 
Other Income, 0.07 , (0.19), (0.01), 14.84 , 0.93 , -   , 0.02 , (0.45), 16.10 , 49.25 , 3.28 , -   , -   
Depreciation, 25.56 , 31.86 , 24.07 , 31.44 , 13.29 , 0.07 , 0.07 , 0.09 , 0.19 , 0.42 , 0.68 , 0.68 , 0.68 
Interest, 11.15 , 13.88 , 90.60 , 42.06 , 21.59 , -   , 4.40 , 6.35 , -   , -   , -   , -   , -   
Profit before tax, 151.48 , 233.31 , 173.26 , 74.73 , 106.88 , 82.61 , 101.23 , 190.43 , 156.78 , 204.35 , 169.62 , 172.01 , 52.31 
Tax, 45.65 , 81.29 , 50.90 , 11.43 , 11.07 , (15.16), 3.01 , 18.45 , -   , -   , 1.16 ,1%,1%
Net profit, 105.83 , 152.02 , 122.36 , 63.30 , 95.81 , 97.77 , 98.22 , 171.98 , 156.78 , 204.35 , 168.46 , 170.83 , 51.96 
EPS, 3.73 , 5.33 , 4.27 , 2.19 , 3.25 , 3.30 , 3.17 , 5.43 , 4.93 , 6.41 , 5.28 , 5.35 , 1.63 
Price to earning, 19.01 , 20.87 , 17.15 , 27.40 , 17.90 , 23.22 , 54.48 , 37.94 , 90.09 , 117.69 , 79.51 , 81.31 , 45.93 
Price, 70.98 , 111.22 , 73.29 , 60.02 , 58.10 , 76.64 , 172.49 , 206.12 , 444.28 , 753.95 , 419.60 , 435.10 , 74.76 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,74.98%,56.28%,70.22%,68.48%,92.45%,90.89%,94.77%,78.22%,91.25%,78.05%,,,
OPM,38.23%,39.99%,36.03%,21.37%,25.63%,93.26%,96.04%,93.33%,98.59%,97.93%,94.56%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-11.81%,-20.61%,-21.99%,13.01%,11.22%,13.01%,-21.99%
,,,,,,OPM,44.17%,50.72%,95.82%,96.22%,94.56%,96.22%,44.17%
,,,,,,Price to Earning, 45.93 , 56.03 , 67.16 , 81.31 , 79.51 , 81.31 , 45.93 
