COSMO FILMS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 646.23 , 751.10 , 939.81 , 921.44 ," 1,040.83 "," 1,256.69 "," 1,478.74 "," 1,440.13 "," 1,457.84 "," 1,826.59 "," 2,050.39 "," 2,288.61 "," 1,976.18 "
Expenses, 563.73 , 650.90 , 838.13 , 827.67 , 959.89 ," 1,157.60 "," 1,352.74 "," 1,245.88 "," 1,287.22 "," 1,680.29 "," 1,892.77 "," 2,041.00 "," 1,824.27 "
Operating Profit, 82.50 , 100.20 , 101.68 , 93.77 , 80.94 , 99.09 , 126.00 , 194.25 , 170.62 , 146.30 , 157.62 , 247.61 , 151.92 
Other Income, 13.10 , 5.99 , 11.94 , 12.55 , (6.13), (8.62), (9.07), 0.85 , 14.92 , 34.79 , 11.57 , -   , -   
Depreciation, (23.92), 28.92 , 28.30 , 30.15 , 33.17 , 40.34 , 30.05 , 31.17 , 36.42 , 45.50 , 48.04 , 48.04 , 48.04 
Interest, 17.99 , 17.43 , 19.48 , 22.50 , 22.74 , 40.19 , 38.25 , 28.78 , 34.42 , 50.12 , 51.68 , 51.68 , 51.68 
Profit before tax, 109.34 , 62.30 , 67.69 , 55.28 , 19.95 , 9.94 , 48.63 , 135.15 , 114.70 , 85.47 , 69.47 , 147.89 , 52.20 
Tax, 21.88 , 17.70 , 16.17 , 9.71 , 5.82 , 1.86 , 8.22 , 26.88 , 6.72 , 0.58 , 11.12 ,16%,16%
Net profit, 87.46 , 44.60 , 51.52 , 45.57 , 14.13 , 8.08 , 40.41 , 108.27 , 107.98 , 84.89 , 58.35 , 124.22 , 43.84 
EPS, 44.99 , 22.94 , 26.50 , 23.44 , 7.27 , 4.16 , 20.79 , 55.69 , 55.55 , 43.67 , 30.02 , 63.90 , 22.55 
Price to earning, 1.53 , 5.34 , 3.97 , 3.78 , 9.44 , 13.32 , 4.12 , 6.18 , 7.27 , 6.30 , 7.71 , 7.71 , 6.27 
Price, 68.87 , 122.59 , 105.12 , 88.59 , 68.63 , 55.38 , 85.69 , 344.41 , 403.60 , 275.04 , 231.40 , 492.63 , 141.39 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,11.11%,21.79%,18.87%,21.33%,34.39%,24.01%,16.83%,17.96%,18.00%,13.74%,,,
OPM,12.77%,13.34%,10.82%,10.18%,7.78%,7.88%,8.52%,13.49%,11.70%,8.01%,7.69%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,12.24%,9.96%,11.91%,7.30%,25.29%,25.29%,7.30%
,,,,,,OPM,10.17%,9.67%,9.87%,10.82%,7.69%,10.82%,7.69%
,,,,,,Price to Earning, 6.27 , 7.27 , 7.48 , 6.86 , 7.71 , 7.71 , 6.27 
