CORAL INDIA FINANCE & HOUSING LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 2.39 , 4.30 , 16.84 , 42.16 , 32.38 , 13.69 , 19.37 , 11.76 , 13.56 , 22.09 , 14.91 , 35.99 , 20.99 
Expenses, 0.93 , 1.13 , 9.12 , 29.33 , 13.20 , 5.10 , 6.17 , 3.65 , 3.26 , 5.82 , 5.03 , 9.66 , 9.14 
Operating Profit, 1.46 , 3.17 , 7.72 , 12.83 , 19.18 , 8.59 , 13.20 , 8.11 , 10.30 , 16.27 , 9.88 , 26.32 , 11.86 
Other Income, 0.07 , 0.01 , -   , -   , -   , -   , -   , -   , -   , 0.89 , 0.89 , -   , -   
Depreciation, 0.17 , 0.16 , 0.16 , 0.17 , 0.17 , 0.17 , 0.19 , 0.26 , 0.23 , 0.18 , 0.19 , 0.19 , 0.19 
Interest, -   , 0.01 , 0.03 , 0.04 , -   , 0.01 , 0.01 , -   , -   , 0.01 , -   , -   , -   
Profit before tax, 1.36 , 3.01 , 7.53 , 12.62 , 19.00 , 8.40 , 13.01 , 7.85 , 10.07 , 16.98 , 10.58 , 26.13 , 11.67 
Tax, 0.18 , 0.48 , 1.60 , 2.60 , 3.75 , 1.71 , 2.69 , 1.51 , 1.95 , 3.49 , 2.13 ,20%,20%
Net profit, 1.18 , 2.53 , 5.93 , 10.01 , 15.25 , 6.68 , 10.32 , 6.34 , 8.11 , 13.49 , 8.47 , 20.87 , 9.32 
EPS, 0.22 , 0.47 , 1.19 , 2.01 , 2.81 , 1.34 , 2.07 , 1.27 , 1.63 , 2.70 , 1.70 , 4.18 , 1.87 
Price to earning, 9.44 , 8.79 , 4.33 , 2.38 , 2.02 , 4.21 , 5.45 , 9.19 , 27.83 , 11.58 , 9.25 , 14.46 , 8.59 
Price, 2.05 , 4.10 , 5.15 , 4.78 , 5.68 , 5.63 , 11.29 , 11.68 , 45.25 , 31.33 , 15.70 , 60.51 , 16.04 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,15.57%,10.08%,16.40%,2.47%,7.41%,,,
OPM,61.09%,73.72%,45.84%,30.43%,59.23%,62.75%,68.15%,68.96%,75.96%,73.65%,66.26%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,28.03%,3.95%,-7.36%,4.48%,62.91%,62.91%,-7.36%
,,,,,,OPM,56.47%,57.08%,70.18%,73.15%,66.26%,73.15%,56.47%
,,,,,,Price to Earning, 8.59 , 8.99 , 11.25 , 14.46 , 9.25 , 14.46 , 8.59 
