GPT INFRAPROJECTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 194.33 , 304.56 , 368.03 , 312.59 , 335.56 , 325.65 , 247.12 , 356.37 , 469.36 , 453.17 , 502.90 , 554.68 , 468.35 
Expenses, 174.35 , 267.65 , 328.51 , 271.24 , 292.26 , 285.88 , 204.99 , 301.58 , 412.93 , 394.90 , 452.94 , 481.17 , 421.82 
Operating Profit, 19.98 , 36.91 , 39.52 , 41.35 , 43.30 , 39.77 , 42.13 , 54.79 , 56.43 , 58.27 , 49.96 , 73.51 , 46.53 
Other Income, 5.56 , 6.50 , 4.75 , 3.41 , 3.96 , 7.03 , 8.41 , 7.01 , 10.63 , 17.46 , 24.98 , -   , -   
Depreciation, 3.38 , 4.85 , 5.93 , 6.56 , 8.74 , 10.44 , 11.56 , 11.50 , 12.98 , 16.87 , 16.03 , 16.03 , 16.03 
Interest, 12.36 , 14.31 , 16.57 , 22.73 , 29.02 , 35.16 , 39.09 , 36.01 , 36.26 , 37.30 , 40.17 , 40.17 , 40.17 
Profit before tax, 9.80 , 24.45 , 21.77 , 15.47 , 9.48 , 1.19 , (0.12), 14.28 , 17.82 , 21.57 , 18.74 , 17.31 , (9.67)
Tax, 1.54 , 8.80 , 5.95 , 2.63 , 0.15 , (1.48), (1.19), 4.44 , 5.14 , 4.23 , 4.28 ,23%,23%
Net profit, 8.26 , 15.65 , 15.82 , 12.84 , 9.33 , 2.67 , 1.08 , 9.84 , 12.68 , 17.34 , 14.48 , 13.36 , (7.46)
EPS, 4.42 , 8.38 , 7.11 , 5.58 , 4.05 , 1.16 , 0.47 , 4.27 , 5.46 , 5.96 , 4.98 , 4.59 , (2.57)
Price to earning,  ,  ,  , 12.96 , 17.61 , 52.50 , 143.96 , 25.05 , 22.45 , 31.04 , 9.47 , 22.00 , 9.47 
Price, -   , -   , -   , 72.27 , 71.36 , 60.88 , 67.53 , 107.06 , 122.56 , 185.06 , 47.15 , 101.05 , (24.30)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,15.13%,12.78%,10.75%,16.74%,15.33%,53.56%,0.00%,29.17%,28.63%,33.56%,,,
OPM,10.28%,12.12%,10.74%,13.23%,12.90%,12.21%,17.05%,15.37%,12.02%,12.86%,9.93%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,9.86%,3.02%,6.19%,22.40%,10.97%,22.40%,3.02%
,,,,,,OPM,12.84%,13.44%,13.58%,13.25%,9.93%,13.25%,9.93%
,,,,,,Price to Earning, 39.38 , 39.38 , 47.41 , 22.00 , 9.47 , 22.00 , 9.47 
