KESAR TERMINALS & INFRASTRUCTURE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 0.50 , 0.50 , 5.25 , 5.25 , 5.25 , 5.25 , 5.25 , 5.25 , 5.46 , 5.46 
Reserves, -   , 14.17 , 17.57 , 23.12 , 29.67 , 38.83 , 50.98 , 65.88 , 93.16 , 112.06 
Borrowings, 0.01 , 10.58 , 7.28 , 4.73 , 12.58 , 13.73 , 22.38 , 18.30 , 18.60 , 11.62 
Other Liabilities, -   , 13.75 , 7.56 , 9.31 , 8.82 , 9.20 , 12.09 , 16.00 , 20.78 , 14.53 
Total, 0.51 , 39.00 , 37.66 , 42.41 , 56.32 , 67.01 , 90.70 , 105.43 , 138.00 , 143.67 
,,,,,,,,,,
Net Block, -   , 32.09 , 30.63 , 28.88 , 31.65 , 30.40 , 30.59 , 28.76 , 30.90 , 29.77 
Capital Work in Progress, -   , 1.25 , 1.47 , 3.34 , 3.38 , 3.47 , 2.62 , 2.63 , 0.08 , 0.38 
Investments, -   , -   , -   , 0.03 , 11.98 , 25.78 , 41.78 , 51.42 , 72.77 , 84.23 
Other Assets, 0.51 , 5.66 , 5.56 , 10.16 , 9.31 , 7.36 , 15.71 , 22.62 , 34.25 , 29.29 
Total, 0.51 , 39.00 , 37.66 , 42.41 , 56.32 , 67.01 , 90.70 , 105.43 , 138.00 , 143.67 
,,,,,,,,,,
Working Capital, 0.51 , (8.09), (2.00), 0.85 , 0.49 , (1.84), 3.62 , 6.62 , 13.47 , 14.76 
Debtors, -   , 4.02 , 2.62 , 3.27 , 4.96 , 3.85 , 3.95 , 4.35 , 4.78 , 3.64 
Inventory, -   , 0.10 , 0.11 , 0.11 , 0.16 , 0.12 , 0.09 , 0.10 , 0.12 , 0.10 
,,,,,,,,,,
Debtor Days, -   , 81.34 , 47.37 , 51.56 , 60.65 , 38.78 , 34.13 , 36.11 , 39.74 , 31.91 
Inventory Turnover, -   , 180.40 , 183.55 , 210.45 , 186.56 , 302.00 , 469.33 , 439.70 , 365.83 , 416.30 
,,,,,,,,,,
Return on Equity,0%,30%,22%,25%,24%,25%,26%,22%,24%,17%
Return on Capital Emp,,64%,30%,35%,37%,36%,34%,30%,28%,18%
,,,,,,,,,,
