MANGALAM DRUGS AND ORGANICS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 98.18 , 109.68 , 126.45 , 153.18 , 124.26 , 122.52 , 220.58 , 295.02 , 298.51 , 278.59 , 227.58 , 301.14 , 263.40 
Expenses, 90.72 , 100.24 , 114.85 , 139.00 , 129.67 , 112.90 , 200.14 , 257.34 , 256.19 , 232.52 , 217.91 , 257.61 , 252.21 
Operating Profit, 7.46 , 9.44 , 11.60 , 14.18 , (5.41), 9.62 , 20.44 , 37.68 , 42.32 , 46.07 , 9.67 , 43.53 , 11.19 
Other Income, 0.37 , 0.47 , 0.59 , 0.85 , 1.57 , 0.22 , 0.01 , 0.03 , (0.47), 0.83 , 0.33 , -   , -   
Depreciation, 2.58 , 2.97 , 3.27 , 3.74 , 3.94 , 4.01 , 4.15 , 4.41 , 5.01 , 6.57 , 7.08 , 7.08 , 7.08 
Interest, 5.13 , 5.72 , 6.86 , 10.16 , 10.02 , 9.74 , 10.28 , 9.29 , 10.04 , 11.78 , 8.65 , 8.65 , 8.65 
Profit before tax, 1.50 , 2.20 , 3.00 , 1.13 , (16.80), (3.91), 6.01 , 24.02 , 31.18 , 29.35 , (5.73), 27.80 , (4.54)
Tax, 0.65 , 0.91 , 0.91 , 0.50 , (5.00), (0.87), (0.13), 7.98 , 8.91 , 9.46 , 2.29 ,0%,0%
Net profit, 0.85 , 1.29 , 2.09 , 0.63 , (11.80), (3.04), 6.14 , 16.03 , 22.28 , 19.89 , (8.03), 27.80 , (4.54)
EPS, 0.65 , 0.98 , 1.59 , 0.48 , (8.95), (2.31), 4.66 , 11.15 , 14.08 , 12.57 , (5.07), 17.56 , (2.87)
Price to earning, 9.33 , 14.30 , 8.86 , 21.82 , (0.64), (2.18), 6.97 , 19.93 , 11.93 , 13.72 , -   , 15.19 , -   
Price, 6.02 , 14.00 , 14.05 , 10.43 , 5.69 , 5.03 , 32.48 , 222.21 , 167.90 , 172.40 , 43.85 , 266.84 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.97%,,,
OPM,7.60%,8.61%,9.17%,9.26%,0.00%,7.85%,9.27%,12.77%,14.18%,16.54%,4.25%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,12.29%,11.95%,17.52%,8.09%,-6.67%,8.09%,-6.67%
,,,,,,OPM,10.88%,11.41%,12.85%,14.46%,4.25%,14.46%,4.25%
,,,,,,Price to Earning, 13.36 , 14.87 , 13.14 , 15.19 , -   , 15.19 , -   
