BAL PHARMA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 10.48 , 10.48 , 10.48 , 10.57 , 10.57 , 11.11 , 12.87 , 12.87 , 14.17 , 14.17 
Reserves, 26.93 , 25.55 , 26.02 , 29.48 , 32.84 , 37.20 , 40.71 , 41.81 , 52.41 , 58.06 
Borrowings, 47.17 , 54.42 , 57.73 , 57.20 , 53.34 , 50.72 , 49.49 , 69.74 , 74.09 , 90.94 
Other Liabilities, 37.56 , 34.58 , 42.69 , 45.78 , 54.18 , 56.35 , 61.89 , 69.92 , 79.34 , 80.56 
Total, 122.14 , 125.03 , 136.92 , 143.03 , 150.93 , 155.38 , 164.96 , 194.34 , 220.01 , 243.73 
,,,,,,,,,,
Net Block, 54.51 , 49.38 , 53.92 , 52.90 , 51.83 , 55.18 , 51.90 , 55.95 , 59.72 , 58.28 
Capital Work in Progress, 0.40 , -   , 0.13 , 0.41 , 0.87 , 0.25 , 0.77 , 3.93 , 1.70 , 0.21 
Investments, 0.09 , 0.06 , 0.06 , 0.02 , 0.02 , 0.02 , 1.10 , 1.18 , 0.02 , 6.52 
Other Assets, 67.14 , 75.59 , 82.81 , 89.70 , 98.21 , 99.93 , 111.19 , 133.28 , 158.57 , 178.72 
Total, 122.14 , 125.03 , 136.92 , 143.03 , 150.93 , 155.38 , 164.96 , 194.34 , 220.01 , 243.73 
,,,,,,,,,,
Working Capital, 29.58 , 41.01 , 40.12 , 43.92 , 44.03 , 43.58 , 49.30 , 63.36 , 79.23 , 98.16 
Debtors, 29.28 , 31.92 , 37.02 , 38.19 , 43.44 , 45.49 , 44.99 , 56.82 , 61.01 , 60.07 
Inventory, 23.94 , 28.62 , 32.21 , 33.66 , 33.69 , 31.71 , 35.77 , 41.61 , 54.37 , 66.17 
,,,,,,,,,,
Debtor Days, 103.29 , 109.69 , 118.07 , 99.79 , 107.19 , 92.83 , 87.75 , 104.93 , 98.55 , 105.58 
Inventory Turnover, 4.32 , 3.71 , 3.55 , 4.15 , 4.39 , 5.64 , 5.23 , 4.75 , 4.16 , 3.14 
,,,,,,,,,,
Return on Equity,8%,-4%,1%,9%,10%,10%,8%,5%,8%,8%
Return on Capital Emp,,6%,9%,12%,13%,14%,12%,10%,13%,12%
,,,,,,,,,,
