BANARAS BEADS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 6.61 , 6.61 , 6.61 , 6.61 , 6.61 , 6.61 , 6.61 , 6.61 , 6.61 , 6.61 
Reserves, 21.33 , 25.52 , 28.62 , 30.29 , 31.45 , 32.50 , 33.25 , 35.57 , 37.01 , 37.60 
Borrowings, -   , 2.14 , 5.93 , 6.37 , 4.81 , 0.44 , 14.94 , 5.09 , 1.10 , 1.90 
Other Liabilities, 2.24 , 5.51 , 3.71 , 3.96 , 3.32 , 5.34 , 3.86 , 5.21 , 3.07 , 2.74 
Total, 30.18 , 39.78 , 44.87 , 47.23 , 46.19 , 44.89 , 58.66 , 52.48 , 47.79 , 48.85 
,,,,,,,,,,
Net Block, 3.16 , 3.57 , 5.45 , 4.95 , 11.07 , 14.10 , 14.13 , 13.78 , 12.61 , 11.26 
Capital Work in Progress, 9.21 , 12.84 , 0.99 , 2.88 , 1.70 , 0.14 , -   , -   , -   , 8.84 
Investments, 1.44 , 0.87 , 0.47 , 0.57 , 0.12 , 0.11 , 6.19 , 3.67 , 3.19 , 3.12 
Other Assets, 16.37 , 22.50 , 37.96 , 38.83 , 33.30 , 30.54 , 38.34 , 35.03 , 31.99 , 25.63 
Total, 30.18 , 39.78 , 44.87 , 47.23 , 46.19 , 44.89 , 58.66 , 52.48 , 47.79 , 48.85 
,,,,,,,,,,
Working Capital, 14.13 , 16.99 , 34.25 , 34.87 , 29.98 , 25.20 , 34.48 , 29.82 , 28.92 , 22.89 
Debtors, 1.03 , 2.14 , 2.37 , 1.33 , 1.01 , 0.66 , 0.55 , 1.34 , 0.72 , 0.79 
Inventory, 6.78 , 9.52 , 9.45 , 7.18 , 13.31 , 10.23 , 12.97 , 14.25 , 11.32 , 14.07 
,,,,,,,,,,
Debtor Days, 16.00 , 23.48 , 22.39 , 14.34 , 13.32 , 9.07 , 8.52 , 19.77 , 9.62 , 12.13 
Inventory Turnover, 3.47 , 3.49 , 4.09 , 4.72 , 2.08 , 2.60 , 1.82 , 1.74 , 2.41 , 1.69 
,,,,,,,,,,
Return on Equity,12%,14%,14%,13%,9%,7%,4%,10%,4%,3%
Return on Capital Emp,,15%,15%,15%,11%,11%,6%,14%,6%,5%
,,,,,,,,,,
