JSW HOLDINGS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 11.10 , 11.10 , 11.10 , 11.10 , 11.10 , 11.10 , 11.10 , 11.10 , 11.10 , 11.10 
Reserves, 606.36 , 610.74 , 631.54 , 658.35 , 680.11 , 713.08 , 749.79 , 786.40 , 834.01 , 902.58 
Borrowings, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Liabilities, 3.16 , 3.01 , 0.71 , 1.10 , 1.88 , 1.70 , 1.77 , 1.91 , 2.03 , 2.47 
Total, 620.62 , 624.85 , 643.35 , 670.55 , 693.09 , 725.88 , 762.66 , 799.41 , 847.14 , 916.15 
,,,,,,,,,,
Net Block, 0.01 , -   , -   , -   , -   , 0.09 , 0.06 , 0.04 , 0.03 , 0.14 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 537.37 , 537.37 , 537.37 , 537.37 , 537.37 , 537.44 , 533.44 , 543.48 , 517.44 , 557.20 
Other Assets, 83.24 , 87.48 , 105.98 , 133.18 , 155.72 , 188.35 , 229.16 , 255.89 , 329.67 , 358.81 
Total, 620.62 , 624.85 , 643.35 , 670.55 , 693.09 , 725.88 , 762.66 , 799.41 , 847.14 , 916.15 
,,,,,,,,,,
Working Capital, 80.08 , 84.47 , 105.27 , 132.08 , 153.84 , 186.65 , 227.39 , 253.98 , 327.64 , 356.34 
Debtors, -   , -   , 1.54 , 3.03 , 2.91 , 3.71 , 0.21 , 0.24 , 2.33 , 3.79 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , 23.35 , 34.47 , 36.13 , 31.25 , 1.55 , 1.74 , 13.42 , 15.56 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,6%,1%,3%,4%,3%,5%,5%,5%,6%,7%
Return on Capital Emp,,1%,3%,5%,4%,6%,6%,6%,7%,10%
,,,,,,,,,,
