CITY UNION BANK LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 32.00 , 39.96 , 40.50 , 40.82 , 47.44 , 54.27 , 59.66 , 59.82 , 60.11 , 66.47 
Reserves, 628.92 , 785.68 , 966.12 ," 1,202.28 "," 1,593.22 "," 1,970.66 "," 2,635.87 "," 2,992.18 "," 3,510.09 "," 4,096.76 "
Borrowings," 8,246.77 "," 10,324.65 "," 13,100.44 "," 16,689.46 "," 20,781.50 "," 22,321.87 "," 24,243.78 "," 27,822.68 "," 30,646.74 "," 34,588.50 "
Other Liabilities, 343.32 , 409.15 , 484.46 , 418.10 , 554.92 , 647.03 , 931.81 , 929.28 ," 1,053.83 "," 1,185.52 "
Total," 9,251.01 "," 11,559.44 "," 14,591.52 "," 18,350.66 "," 22,977.08 "," 24,993.83 "," 27,871.12 "," 31,803.96 "," 35,270.77 "," 39,937.25 "
,,,,,,,,,,
Net Block, 41.30 , 63.04 , 68.53 , 97.74 , 141.28 , 182.95 , 210.41 , 217.56 , 215.08 , 223.13 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments," 2,397.46 "," 3,210.43 "," 3,616.23 "," 4,586.19 "," 5,266.80 "," 5,953.56 "," 5,870.67 "," 6,826.45 "," 7,031.45 "," 7,879.11 "
Other Assets," 6,812.25 "," 8,285.97 "," 10,906.76 "," 13,666.73 "," 17,569.00 "," 18,857.32 "," 21,790.04 "," 24,759.95 "," 28,024.24 "," 31,835.01 "
Total," 9,251.01 "," 11,559.44 "," 14,591.52 "," 18,350.66 "," 22,977.08 "," 24,993.83 "," 27,871.12 "," 31,803.96 "," 35,270.77 "," 39,937.25 "
,,,,,,,,,,
Working Capital," 6,468.93 "," 7,876.82 "," 10,422.30 "," 13,248.63 "," 17,014.08 "," 18,210.29 "," 20,858.23 "," 23,830.67 "," 26,970.41 "," 30,649.49 "
Debtors, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,18%,19%,21%,23%,20%,17%,15%,15%,14%,14%
Return on Capital Emp,,9%,9%,10%,10%,9%,9%,9%,8%,8%
,,,,,,,,,,
