EIH LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 78.59 , 78.59 , 114.31 , 114.31 , 114.31 , 114.31 , 114.31 , 114.31 , 114.31 , 114.31 
Reserves," 1,339.04 "," 1,338.50 "," 2,473.48 "," 2,520.84 "," 2,510.61 "," 2,533.27 "," 2,543.00 "," 2,573.52 "," 2,653.84 "," 2,701.55 "
Borrowings," 1,022.97 "," 1,259.54 ", 834.86 , 279.11 , 387.86 , 282.65 , 210.48 , 254.74 , 295.53 , 438.97 
Other Liabilities, 426.69 , 402.07 , 427.50 , 427.39 , 444.75 , 497.62 , 516.20 , 434.04 , 437.32 , 554.85 
Total," 2,867.29 "," 3,078.70 "," 3,850.15 "," 3,341.65 "," 3,457.53 "," 3,427.85 "," 3,383.99 "," 3,376.61 "," 3,501.00 "," 3,809.68 "
,,,,,,,,,,
Net Block," 1,396.07 "," 1,998.04 "," 2,060.95 "," 2,015.24 "," 2,116.68 "," 2,068.08 "," 1,946.71 "," 1,682.97 "," 1,567.96 "," 2,020.80 "
Capital Work in Progress, 586.85 , 174.46 , 101.15 , 159.46 , 39.98 , 45.68 , 85.75 , 104.52 , 313.44 , 134.08 
Investments, 349.81 , 378.24 , 605.14 , 628.05 , 705.73 , 703.95 , 729.08 , 699.37 , 763.68 , 763.01 
Other Assets, 534.56 , 527.96 ," 1,082.91 ", 538.90 , 595.14 , 610.14 , 622.45 , 889.75 , 855.92 , 891.79 
Total," 2,867.29 "," 3,078.70 "," 3,850.15 "," 3,341.65 "," 3,457.53 "," 3,427.85 "," 3,383.99 "," 3,376.61 "," 3,501.00 "," 3,809.68 "
,,,,,,,,,,
Working Capital, 107.87 , 125.89 , 655.41 , 111.51 , 150.39 , 112.52 , 106.25 , 455.71 , 418.60 , 336.94 
Debtors, 92.20 , 99.22 , 125.65 , 141.17 , 173.56 , 170.12 , 188.67 , 186.03 , 169.21 , 203.69 
Inventory, 30.36 , 30.06 , 33.67 , 33.12 , 34.12 , 39.75 , 39.09 , 41.52 , 41.33 , 42.80 
,,,,,,,,,,
Debtor Days, 37.64 , 46.78 , 44.63 , 46.14 , 55.88 , 50.13 , 51.58 , 47.83 , 48.34 , 55.06 
Inventory Turnover, 29.45 , 25.75 , 30.52 , 33.72 , 33.23 , 31.16 , 34.15 , 34.19 , 30.91 , 31.55 
,,,,,,,,,,
Return on Equity,12%,4%,2%,5%,2%,4%,4%,4%,3%,4%
Return on Capital Emp,,7%,8%,7%,4%,6%,6%,6%,5%,6%
,,,,,,,,,,
