HINDUSTAN COPPER LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 462.61 , 462.61 , 462.61 , 462.61 , 462.61 , 462.61 , 462.61 , 462.61 , 462.61 , 462.61 
Reserves, 505.29 , 659.97 , 719.13 , 935.03 ," 1,189.48 "," 1,366.66 "," 1,398.92 ", 947.95 ," 1,004.35 "," 1,064.68 "
Borrowings, 36.04 , 0.05 , -   , -   , -   , -   , -   , 207.15 , 472.07 , 656.95 
Other Liabilities, 691.10 , 543.01 , 548.37 , 603.17 , 501.26 , 477.28 , 409.48 ," 1,204.13 ", 630.39 , 749.70 
Total," 1,695.04 "," 1,665.64 "," 1,730.11 "," 2,000.81 "," 2,153.35 "," 2,306.55 "," 2,271.01 "," 2,821.84 "," 2,569.42 "," 2,933.94 "
,,,,,,,,,,
Net Block, 209.70 , 219.63 , 213.17 , 209.18 , 206.33 , 211.79 , 202.01 , 178.11 , 354.25 , 332.00 
Capital Work in Progress, 379.49 , 408.88 , 459.11 , 479.63 , 587.13 , 690.71 , 851.34 , 733.29 , 278.61 , 659.55 
Investments, -   , 71.92 , 64.46 , 148.63 , 88.58 , 29.40 , 71.08 , 75.96 , -   , 0.08 
Other Assets," 1,105.85 ", 965.21 , 993.37 ," 1,163.37 "," 1,271.31 "," 1,374.65 "," 1,146.58 "," 1,834.48 "," 1,936.56 "," 1,942.31 "
Total," 1,695.04 "," 1,665.64 "," 1,730.11 "," 2,000.81 "," 2,153.35 "," 2,306.55 "," 2,271.01 "," 2,821.84 "," 2,569.42 "," 2,933.94 "
,,,,,,,,,,
Working Capital, 414.75 , 422.20 , 445.00 , 560.20 , 770.05 , 897.37 , 737.10 , 630.35 ," 1,306.17 "," 1,192.61 "
Debtors, 159.95 , 142.04 , 65.22 , 121.74 , 184.51 , 198.83 , 85.22 , 57.33 , 165.07 , 81.57 
Inventory, 316.03 , 316.55 , 378.49 , 375.43 , 410.27 , 447.60 , 468.82 , 544.09 , 848.35 , 815.19 
,,,,,,,,,,
Debtor Days, 49.05 , 39.74 , 20.33 , 29.91 , 50.90 , 48.74 , 30.63 , 19.52 , 50.04 , 17.68 
Inventory Turnover, 3.77 , 4.12 , 3.09 , 3.96 , 3.23 , 3.33 , 2.17 , 1.97 , 1.42 , 2.07 
,,,,,,,,,,
Return on Equity,-1%,14%,19%,23%,22%,16%,4%,3%,4%,5%
Return on Capital Emp,,21%,29%,37%,27%,25%,4%,2%,6%,7%
,,,,,,,,,,
