GREAT EASTERN SHIPPING COMPANY LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 2,836.28 "," 1,914.27 "," 1,381.84 "," 1,709.62 "," 1,735.19 "," 1,492.58 "," 1,734.08 "," 1,972.49 "," 1,703.96 "," 2,061.03 "," 2,651.27 "," 2,651.27 "," 1,968.62 "
Expenses," 1,442.92 "," 1,324.00 ", 918.56 ," 1,230.66 "," 1,304.08 ", 999.41 ," 1,171.76 "," 1,002.09 ", 962.74 ," 1,412.39 "," 1,928.65 "," 1,560.60 "," 1,432.06 "
Operating Profit," 1,393.36 ", 590.27 , 463.28 , 478.96 , 431.11 , 493.17 , 562.32 , 970.40 , 741.22 , 648.64 , 722.62 ," 1,090.67 ", 536.56 
Other Income, 538.59 , 334.06 , 280.22 , 323.28 , 298.60 , 287.67 , 278.61 , 137.90 , 520.75 , 338.24 , 215.02 , -   , -   
Depreciation, 348.49 , 346.46 , 303.03 , 357.12 , 363.33 , 359.17 , 319.05 , 287.65 , 373.60 , 491.49 , 509.45 , 509.45 , 509.45 
Interest, 153.64 , 142.97 , 145.26 , 279.78 , 209.12 , 212.99 , 188.58 , 183.37 , 246.98 , 328.20 , 361.64 , 361.64 , 361.64 
Profit before tax," 1,429.82 ", 434.90 , 295.21 , 165.34 , 157.26 , 208.68 , 333.30 , 637.28 , 641.39 , 167.19 , 66.55 , 219.58 , (334.53)
Tax, 45.00 , 39.15 , 28.75 , 22.00 , 11.00 , 4.00 , 16.00 , 19.00 , 40.00 , 7.00 , 13.00 ,20%,20%
Net profit," 1,384.82 ", 395.75 , 266.46 , 143.34 , 146.26 , 204.68 , 317.30 , 618.28 , 601.39 , 160.19 , (19.47), 176.69 , (269.18)
EPS, 90.68 , 25.92 , 17.45 , 9.39 , 9.58 , 13.54 , 20.99 , 40.90 , 39.78 , 10.60 , (1.29), 11.72 , (17.85)
Price to earning, 2.23 , 12.33 , 16.19 , 26.72 , 23.08 , 25.24 , 16.49 , 8.09 , 10.97 , 32.89 , -   , 17.32 , -   
Price, 202.48 , 319.56 , 282.56 , 250.85 , 221.06 , 341.74 , 346.03 , 330.78 , 436.55 , 348.52 , 273.10 , 202.92 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,8.80%,30.78%,45.72%,69.06%,78.11%,66.30%,52.27%,32.92%,25.32%,67.77%,,,
OPM,49.13%,30.84%,33.53%,28.02%,24.85%,33.04%,32.43%,49.20%,43.50%,31.47%,27.26%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-3.49%,5.88%,3.50%,5.93%,28.64%,28.64%,-3.49%
,,,,,,OPM,36.53%,34.86%,38.10%,41.14%,27.26%,41.14%,27.26%
,,,,,,Price to Earning, 17.42 , 20.50 , 18.73 , 17.32 , -   , 17.32 , -   
