IL&FS INVESTMENT MANAGERS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 97.03 , 90.33 , 91.44 , 102.62 , 101.08 , 115.12 , 107.92 , 106.75 , 68.28 , 54.21 , 38.73 , 43.09 , 46.23 
Expenses, 42.80 , 36.28 , 38.77 , 46.00 , 40.95 , 44.32 , 38.70 , 41.72 , 40.14 , 44.57 , 43.26 , 23.77 , 46.23 
Operating Profit, 54.23 , 54.05 , 52.67 , 56.62 , 60.13 , 70.80 , 69.22 , 65.03 , 28.14 , 9.64 , (4.53), 19.33 , -   
Other Income, 3.91 , 5.38 , 3.50 , 1.66 , 2.13 , 6.00 , 7.54 , 0.34 , 0.60 , 0.44 , 11.25 , -   , -   
Depreciation, 0.33 , 0.56 , 0.72 , 0.72 , 0.69 , 0.45 , 0.60 , 0.50 , 0.62 , 0.55 , 0.49 , 0.49 , 0.49 
Interest, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Profit before tax, 57.81 , 58.87 , 55.45 , 57.56 , 61.58 , 76.36 , 76.17 , 64.89 , 28.12 , 9.54 , 6.23 , 18.84 , (0.49)
Tax, 21.17 , 19.58 , 18.04 , 16.52 , 19.14 , 22.59 , 20.28 , 15.75 , 4.16 , 5.56 , 4.62 ,74%,74%
Net profit, 36.64 , 39.29 , 37.41 , 41.04 , 42.44 , 53.76 , 55.89 , 49.13 , 23.97 , 3.97 , 1.63 , 4.87 , (0.13)
EPS, 1.84 , 1.94 , 1.82 , 1.97 , 2.03 , 1.71 , 1.78 , 1.56 , 0.76 , 0.13 , 0.05 , 0.16 , (0.00)
Price to earning, 7.41 , 15.03 , 13.63 , 9.18 , 6.76 , 7.97 , 10.90 , 10.89 , 19.62 , 149.36 , 77.06 , 77.06 , 29.80 
Price, 13.65 , 29.08 , 24.80 , 18.09 , 13.73 , 13.67 , 19.40 , 17.04 , 14.98 , 18.88 , 4.00 , 11.95 , (0.12)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,76.01%,77.53%,82.46%,76.15%,73.85%,75.84%,73.05%,76.71%,78.60%,474.56%,,,
OPM,55.89%,59.84%,57.60%,55.17%,59.49%,61.50%,64.14%,60.92%,41.21%,17.78%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-6.26%,-7.20%,-11.72%,-20.51%,-20.61%,-20.51%,-20.61%
,,,,,,OPM,55.68%,54.82%,53.69%,44.85%,0.00%,44.85%,0.00%
,,,,,,Price to Earning, 29.80 , 36.47 , 45.97 , 64.23 , 77.06 , 77.06 , 29.80 
