LEEL ELECTRICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 31.01 , 31.01 , 31.01 , 31.01 , 31.01 , 35.33 , 35.33 , 36.21 , 40.34 , 40.34 
Reserves, 340.40 , 371.16 , 410.79 , 471.06 , 526.15 , 599.49 , 680.56 , 758.27 , 881.01 ," 1,265.27 "
Borrowings, 173.61 , 190.91 , 330.26 , 372.06 , 473.56 , 618.49 , 740.08 ," 1,037.98 "," 1,105.46 ", 474.48 
Other Liabilities, 74.94 , 100.68 , 107.71 , 150.21 , 175.26 , 230.47 , 329.17 , 234.82 , 315.32 , 529.03 
Total, 619.96 , 693.76 , 879.77 ," 1,024.34 "," 1,205.98 "," 1,483.78 "," 1,785.14 "," 2,067.28 "," 2,342.13 "," 2,309.12 "
,,,,,,,,,,
Net Block, 189.92 , 194.46 , 217.83 , 278.85 , 303.18 , 324.76 , 315.62 , 323.32 , 319.00 , 323.44 
Capital Work in Progress, 9.75 , 18.13 , 22.34 , 16.77 , 6.04 , 6.14 , 7.69 , 6.70 , 10.13 , 313.23 
Investments, 19.75 , 76.64 , 83.80 , 86.83 , 86.34 , 85.42 , 85.81 , 105.72 , 108.45 , 106.30 
Other Assets, 400.54 , 404.53 , 555.80 , 641.89 , 810.42 ," 1,067.46 "," 1,376.02 "," 1,631.54 "," 1,904.55 "," 1,566.15 "
Total, 619.96 , 693.76 , 879.77 ," 1,024.34 "," 1,205.98 "," 1,483.78 "," 1,785.14 "," 2,067.28 "," 2,342.13 "," 2,309.12 "
,,,,,,,,,,
Working Capital, 325.60 , 303.85 , 448.09 , 491.68 , 635.16 , 836.99 ," 1,046.85 "," 1,396.72 "," 1,589.23 "," 1,037.12 "
Debtors, 174.61 , 182.36 , 218.57 , 171.39 , 229.63 , 331.82 , 458.13 , 597.14 , 693.60 , 658.79 
Inventory, 127.57 , 153.63 , 202.68 , 335.42 , 444.84 , 564.69 , 719.31 , 876.91 , 992.01 , 741.90 
,,,,,,,,,,
Debtor Days, 108.90 , 98.43 , 102.03 , 59.75 , 72.25 , 85.61 , 92.35 , 93.32 , 85.03 , 123.26 
Inventory Turnover, 4.59 , 4.40 , 3.86 , 3.12 , 2.61 , 2.51 , 2.52 , 2.66 , 3.00 , 2.63 
,,,,,,,,,,
Return on Equity,5%,9%,8%,8%,10%,12%,11%,7%,9%,40%
Return on Capital Emp,,11%,10%,10%,13%,15%,14%,11%,12%,40%
,,,,,,,,,,
