GABRIEL INDIA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 516.12 , 691.86 , 962.93 ," 1,119.77 "," 1,198.44 "," 1,277.75 "," 1,436.61 "," 1,430.76 "," 1,520.59 "," 1,833.14 "," 2,076.46 "," 2,209.93 "," 2,008.89 "
Expenses, 494.08 , 633.19 , 874.10 ," 1,027.71 "," 1,115.65 "," 1,189.07 "," 1,319.73 "," 1,301.66 "," 1,374.21 "," 1,661.83 "," 1,898.64 "," 2,003.56 "," 1,841.86 "
Operating Profit, 22.04 , 58.67 , 88.83 , 92.06 , 82.79 , 88.68 , 116.88 , 129.10 , 146.38 , 171.31 , 177.82 , 206.37 , 167.03 
Other Income, 17.57 , 12.74 , 7.55 , 15.03 , (2.04), 3.16 , 3.29 , 2.06 , 5.58 , 7.04 , 9.24 , -   , -   
Depreciation, 15.26 , 20.18 , 21.90 , 27.64 , 27.28 , 27.07 , 31.13 , 33.19 , 35.33 , 38.29 , 41.05 , 41.05 , 41.05 
Interest, 17.12 , 16.01 , 17.12 , 17.01 , 12.29 , 9.00 , 5.48 , 2.48 , 3.87 , 2.89 , 2.94 , 2.94 , 2.94 
Profit before tax, 7.23 , 35.22 , 57.36 , 62.44 , 41.18 , 55.76 , 83.55 , 95.49 , 112.76 , 137.17 , 143.07 , 162.38 , 123.04 
Tax, 1.62 , 11.18 , 12.02 , 9.38 , 3.05 , 13.16 , 23.52 , 20.25 , 30.10 , 42.93 , 48.08 ,34%,34%
Net profit, 5.61 , 24.04 , 45.34 , 53.06 , 38.14 , 42.60 , 60.02 , 75.24 , 82.67 , 94.24 , 95.00 , 107.81 , 81.69 
EPS, 0.39 , 1.67 , 3.16 , 3.69 , 2.66 , 2.97 , 4.18 , 5.24 , 5.76 , 6.56 , 6.62 , 7.51 , 5.69 
Price to earning, 11.06 , 13.12 , 8.03 , 6.26 , 7.56 , 11.27 , 20.36 , 17.47 , 21.63 , 23.73 , 20.66 , 20.87 , 14.65 
Price, 4.32 , 21.96 , 25.33 , 23.13 , 20.07 , 33.41 , 85.04 , 91.48 , 124.48 , 155.71 , 136.65 , 156.69 , 83.33 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,89.66%,25.42%,15.86%,13.55%,28.26%,28.66%,25.14%,22.91%,22.58%,21.33%,,,
OPM,4.27%,8.48%,9.22%,8.22%,6.91%,6.94%,8.14%,9.02%,9.63%,9.35%,8.56%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,15.12%,9.63%,8.87%,8.46%,20.55%,20.55%,8.46%
,,,,,,OPM,8.31%,8.43%,8.70%,9.34%,8.56%,9.34%,8.31%
,,,,,,Price to Earning, 14.65 , 16.12 , 19.18 , 20.87 , 20.66 , 20.87 , 14.65 
