CENTRAL BANK OF INDIA,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 404.14 , 404.14 , 404.14 , 736.12 ," 1,044.58 "," 1,350.44 "," 1,658.27 "," 1,689.71 "," 1,902.17 "," 2,618.16 "
Reserves," 5,090.91 "," 5,921.11 "," 6,826.58 "," 10,098.41 "," 12,651.27 "," 12,821.12 "," 15,798.64 "," 15,989.43 "," 15,365.97 "," 15,367.38 "
Borrowings," 1,32,076.10 "," 1,69,434.11 "," 1,92,243.99 "," 2,09,092.92 "," 2,44,343.82 "," 2,62,148.77 "," 2,81,546.52 "," 2,75,392.08 "," 3,05,953.64 "," 3,00,544.98 "
Other Liabilities," 10,445.71 "," 7,341.40 "," 10,655.90 "," 10,131.88 "," 10,302.80 "," 13,905.60 "," 13,468.79 "," 12,946.68 "," 10,760.76 "," 8,337.50 "
Total," 1,48,016.86 "," 1,83,100.76 "," 2,10,130.61 "," 2,30,059.33 "," 2,68,342.47 "," 2,90,225.93 "," 3,12,472.22 "," 3,06,017.90 "," 3,33,982.54 "," 3,26,868.02 "
,,,,,,,,,,
Net Block," 2,277.99 "," 2,343.29 "," 2,425.39 "," 2,473.91 "," 2,684.75 "," 2,804.39 "," 2,833.16 "," 4,359.29 "," 4,290.37 "," 4,343.38 "
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments," 43,060.71 "," 50,562.87 "," 54,504.49 "," 59,243.27 "," 72,603.79 "," 86,135.14 "," 89,739.96 "," 88,867.54 "," 92,094.88 "," 1,02,631.61 "
Other Assets," 1,02,678.16 "," 1,30,194.60 "," 1,53,200.73 "," 1,68,342.15 "," 1,93,053.93 "," 2,01,286.40 "," 2,19,899.10 "," 2,12,791.07 "," 2,37,597.29 "," 2,19,893.03 "
Total," 1,48,016.86 "," 1,83,100.76 "," 2,10,130.61 "," 2,30,059.33 "," 2,68,342.47 "," 2,90,225.93 "," 3,12,472.22 "," 3,06,017.90 "," 3,33,982.54 "," 3,26,868.02 "
,,,,,,,,,,
Working Capital," 92,232.45 "," 1,22,853.20 "," 1,42,544.83 "," 1,58,210.27 "," 1,82,751.13 "," 1,87,380.80 "," 2,06,430.31 "," 1,99,844.39 "," 2,26,836.53 "," 2,11,555.53 "
Debtors, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,10%,17%,17%,5%,7%,-9%,3%,-8%,-14%,-28%
Return on Capital Emp,,7%,6%,7%,7%,6%,7%,5%,5%,3%
,,,,,,,,,,
