ARROW GREENTECH LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 4.59 , 2.01 , 3.34 , 3.97 , 9.85 , 17.39 , 19.89 , 22.66 , 30.88 , 38.73 , 43.40 , 48.58 , 49.53 
Expenses, 4.38 , 2.40 , 3.04 , 4.82 , 8.49 , 12.19 , 10.82 , 11.14 , 14.96 , 26.75 , 46.68 , 27.82 , 49.53 
Operating Profit, 0.21 , (0.39), 0.30 , (0.85), 1.36 , 5.20 , 9.07 , 11.52 , 15.92 , 11.98 , (3.28), 20.75 , -   
Other Income, 0.03 , 0.16 , 0.16 , 0.54 , 0.77 , 1.27 , 1.17 , 5.34 , 2.13 , 10.25 , 7.69 , -   , -   
Depreciation, 0.31 , 0.25 , 0.25 , 0.22 , 0.25 , 0.36 , 0.84 , 0.98 , 1.25 , 4.03 , 3.40 , 3.40 , 3.40 
Interest, 0.34 , 0.33 , 0.34 , 0.38 , 0.17 , -   , -   , -   , 0.04 , 0.06 , -   , -   , -   
Profit before tax, (0.40), (0.81), (0.13), (0.91), 1.71 , 6.16 , 9.40 , 15.87 , 16.75 , 18.13 , 1.01 , 17.35 , (3.40)
Tax, (0.05), 0.07 , 0.01 , 0.01 , 0.08 , 1.60 , 2.85 , 4.65 , 2.95 , 2.99 , 0.81 ,80%,80%
Net profit, (0.35), (0.88), (0.14), (0.93), 1.63 , 4.56 , 6.55 , 11.23 , 13.80 , 15.15 , 0.19 , 3.44 , (0.67)
EPS, (0.66), (1.66), (0.26), (0.87), 1.39 , 3.88 , 5.58 , 9.57 , 11.75 , 12.90 , 0.16 , 2.93 , (0.57)
Price to earning, (19.99), (6.86), (31.93), (10.85), 7.01 , 16.80 , 71.65 , 60.12 , 37.04 , 27.89 , 382.16 , 382.16 , 86.09 
Price, 13.18 , 11.41 , 8.35 , 9.43 , 9.73 , 65.24 , 399.73 , 575.10 , 435.37 , 359.87 , 61.85 ," 1,118.56 ", (49.37)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,53.99%,38.60%,44.89%,47.02%,47.61%,15.51%,,,
OPM,4.58%,0.00%,8.98%,0.00%,13.81%,29.90%,45.60%,50.84%,51.55%,30.93%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,26.74%,41.92%,31.50%,24.87%,25.42%,25.42%,24.87%
,,,,,,OPM,36.24%,38.40%,41.44%,42.72%,0.00%,42.72%,0.00%
,,,,,,Price to Earning, 86.09 , 86.09 , 99.27 , 126.80 , 382.16 , 382.16 , 86.09 
