ALPA LABORATORIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 121.04 , 93.22 , 82.63 , 55.13 , 56.11 , 56.39 , 57.25 , 53.37 , 62.99 , 61.55 , 76.79 , 76.79 , 55.99 
Expenses, 119.20 , 91.96 , 80.89 , 52.56 , 53.11 , 50.73 , 52.68 , 46.54 , 56.57 , 57.41 , 73.71 , 69.28 , 53.75 
Operating Profit, 1.84 , 1.26 , 1.74 , 2.57 , 3.00 , 5.66 , 4.57 , 6.83 , 6.42 , 4.14 , 3.08 , 7.51 , 2.25 
Other Income, 2.24 , 2.28 , 0.74 , 0.54 , 0.47 , 0.57 , 0.49 , 6.08 , 5.17 , 4.59 , 3.16 , -   , -   
Depreciation, 1.29 , 1.17 , 1.11 , 1.00 , 4.73 , 9.06 , 6.07 , 0.83 , 0.76 , 1.13 , 1.17 , 1.17 , 1.17 
Interest, 2.07 , 1.55 , 0.29 , 1.27 , 1.94 , 2.12 , 1.70 , 1.45 , 1.71 , 1.07 , 0.63 , 0.63 , 0.63 
Profit before tax, 1.13 , 1.02 , 1.08 , 0.84 , (3.21), (4.95), (2.71), 10.63 , 9.10 , 6.53 , 4.44 , 5.71 , 0.45 
Tax, 0.75 , 0.22 , 0.18 , 0.31 , 1.16 , 0.20 , (1.31), 2.89 , 3.11 , 1.78 , 1.62 ,36%,36%
Net profit, 0.38 , 0.80 , 0.90 , 0.53 , (4.37), (5.15), (1.40), 7.74 , 5.99 , 4.75 , 2.80 , 3.62 , 0.28 
EPS, 0.18 , 0.37 , 0.42 , 0.25 , (2.03), (2.39), (0.65), 3.59 , 2.85 , 2.26 , 1.33 , 1.72 , 0.13 
Price to earning, 54.68 , 44.40 , 27.86 , 36.22 , (3.87), (3.97), (22.36), 9.79 , 15.84 , 17.37 , 19.05 , 19.05 , 15.51 
Price, 9.64 , 16.48 , 11.63 , 8.90 , 7.85 , 9.49 , 14.52 , 35.13 , 45.11 , 39.22 , 25.35 , 32.81 , 2.09 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,1.52%,1.35%,2.11%,4.66%,5.35%,10.04%,7.98%,12.80%,10.19%,6.73%,4.01%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-7.24%,-4.12%,1.87%,2.44%,24.76%,24.76%,-7.24%
,,,,,,OPM,5.44%,8.24%,9.47%,9.77%,4.01%,9.77%,4.01%
,,,,,,Price to Earning, 28.15 , 19.65 , 15.51 , 15.51 , 19.05 , 19.05 , 15.51 
