GUFIC BIOSCIENCES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 50.07 , 60.84 , 69.34 , 81.19 , 98.00 , 120.73 , 147.86 , 200.94 , 245.19 , 300.94 , 336.27 , 381.38 , 375.09 
Expenses, 45.65 , 55.79 , 63.42 , 74.21 , 87.91 , 109.01 , 134.87 , 181.47 , 222.57 , 262.80 , 294.11 , 333.56 , 337.61 
Operating Profit, 4.42 , 5.05 , 5.92 , 6.98 , 10.09 , 11.72 , 12.99 , 19.47 , 22.62 , 38.14 , 42.16 , 47.82 , 37.48 
Other Income, 1.48 , 0.44 , 0.28 , 0.35 , 0.38 , 0.63 , 0.57 , 0.66 , 1.44 , 4.53 , 2.64 , -   , -   
Depreciation, 1.67 , 1.66 , 1.81 , 1.88 , 2.18 , 2.47 , 3.85 , 3.79 , 3.68 , 4.30 , 4.23 , 4.23 , 4.23 
Interest, 2.62 , 2.27 , 2.12 , 2.85 , 3.69 , 3.92 , 4.46 , 6.20 , 6.34 , 8.85 , 9.47 , 9.47 , 9.47 
Profit before tax, 1.72 , 1.69 , 2.37 , 2.98 , 5.26 , 6.27 , 6.53 , 10.36 , 14.37 , 29.54 , 31.10 , 34.12 , 23.78 
Tax, 0.89 , 0.46 , 0.91 , 1.45 , 1.93 , 2.01 , 2.37 , 3.03 , 5.35 , 13.52 , 12.32 ,40%,40%
Net profit, 0.83 , 1.23 , 1.46 , 1.53 , 3.33 , 4.26 , 4.16 , 7.32 , 9.02 , 16.02 , 18.77 , 20.60 , 14.36 
EPS, 0.11 , 0.16 , 0.19 , 0.20 , 0.43 , 0.55 , 0.54 , 0.95 , 1.17 , 2.07 , 2.41 , 2.65 , 1.84 
Price to earning, 40.84 , 44.95 , 32.20 , 32.46 , 15.94 , 11.35 , 30.75 , 43.19 , 58.56 , 59.81 , 34.54 , 49.02 , 34.54 
Price, 4.38 , 7.15 , 6.08 , 6.42 , 6.86 , 6.25 , 16.54 , 40.87 , 68.29 , 123.87 , 83.30 , 129.76 , 63.73 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,46.99%,31.71%,26.71%,25.49%,11.71%,9.15%,9.38%,5.33%,4.32%,2.43%,,,
OPM,8.83%,8.30%,8.54%,8.60%,10.30%,9.71%,8.79%,9.69%,9.23%,12.67%,12.54%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,22.05%,23.33%,25.16%,26.73%,22.74%,26.73%,22.05%
,,,,,,OPM,9.99%,10.21%,10.33%,10.74%,12.54%,12.54%,9.99%
,,,,,,Price to Earning, 36.78 , 35.82 , 39.70 , 49.02 , 34.54 , 49.02 , 34.54 
