GANDHI SPECIAL TUBES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 56.18 , 77.66 , 92.25 , 106.53 , 95.94 , 83.53 , 91.90 , 91.17 , 97.57 , 113.93 , 126.87 , 133.03 , 117.81 
Expenses, 34.36 , 44.27 , 52.00 , 64.34 , 63.48 , 57.30 , 68.55 , 64.24 , 64.58 , 72.80 , 81.47 , 85.43 , 80.70 
Operating Profit, 21.82 , 33.39 , 40.25 , 42.19 , 32.46 , 26.23 , 23.35 , 26.93 , 32.99 , 41.13 , 45.40 , 47.61 , 37.12 
Other Income, 6.81 , 8.13 , 1.98 , 4.13 , 2.68 , 7.91 , 4.43 , 3.00 , 9.56 , 8.24 , 7.07 , -   , -   
Depreciation, 5.36 , 5.08 , 4.71 , 4.52 , 4.34 , 4.94 , 4.95 , 4.71 , 4.46 , 3.87 , 3.71 , 3.71 , 3.71 
Interest, 0.08 , 0.05 , 0.08 , 0.12 , 0.05 , 0.08 , 0.02 , 0.02 , 0.02 , 0.02 , -   , -   , -   
Profit before tax, 23.19 , 36.39 , 37.44 , 41.68 , 30.76 , 29.13 , 22.80 , 25.20 , 38.07 , 45.48 , 48.76 , 43.90 , 33.41 
Tax, 7.26 , 11.06 , 11.15 , 11.86 , 8.70 , 11.83 , 7.00 , 6.65 , 7.26 , 11.91 , 10.89 ,22%,22%
Net profit, 15.93 , 25.33 , 26.29 , 29.82 , 22.06 , 17.31 , 15.80 , 18.55 , 30.81 , 33.57 , 37.87 , 34.09 , 25.95 
EPS, 10.84 , 17.23 , 17.89 , 20.29 , 15.01 , 11.78 , 10.75 , 12.62 , 20.96 , 24.29 , 27.41 , 24.67 , 18.78 
Price to earning, 3.77 , 5.78 , 6.24 , 6.65 , 10.10 , 13.21 , 25.20 , 16.44 , 16.08 , 15.69 , 14.75 , 15.74 , 12.17 
Price, 40.81 , 99.53 , 111.68 , 134.99 , 151.64 , 155.54 , 270.88 , 207.44 , 336.97 , 381.07 , 404.15 , 388.24 , 228.56 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,23.04%,29.02%,27.96%,29.58%,39.98%,63.72%,69.81%,59.46%,42.94%,37.06%,,,
OPM,38.84%,43.00%,43.63%,39.60%,33.83%,31.40%,25.41%,29.54%,33.81%,36.10%,35.78%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.17%,3.06%,3.50%,7.43%,16.77%,16.77%,3.06%
,,,,,,OPM,35.38%,33.10%,31.51%,33.39%,35.78%,35.78%,31.51%
,,,,,,Price to Earning, 12.17 , 14.76 , 16.89 , 15.74 , 14.75 , 15.74 , 12.17 
