KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPN LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 78.12 , 80.53 , 91.50 , 103.72 , 26.19 , 14.56 , 5.68 , 0.57 , 0.13 , 0.13 , 0.05 , 0.13 , 0.09 
Expenses, 72.60 , 72.90 , 81.42 , 92.20 , 21.36 , 22.89 , 6.53 , 56.11 , 4.83 , 1.04 , 0.45 , 0.13 , 0.09 
Operating Profit, 5.52 , 7.63 , 10.08 , 11.52 , 4.83 , (8.33), (0.85), (55.54), (4.70), (0.91), (0.40), -   , -   
Other Income, 1.32 , 0.51 , 0.47 , 0.36 , 0.22 , 0.35 , 0.86 , 1.14 , 0.67 , 0.39 , 25.76 , -   , -   
Depreciation, 0.44 , 0.46 , 0.45 , 0.41 , 0.39 , 0.36 , 0.89 , 0.44 , 0.43 , 0.43 , 0.45 , 0.45 , 0.45 
Interest, 3.03 , 3.37 , 5.18 , 6.85 , 6.88 , 6.34 , 6.58 , (0.03), (0.40), 0.16 , 0.63 , 0.63 , 0.63 
Profit before tax, 3.37 , 4.31 , 4.92 , 4.62 , (2.00), (14.02), (7.45), (54.80), (4.06), (1.12), 24.28 , (1.08), (1.08)
Tax, (0.25), 1.42 , 2.06 , 1.50 , 0.02 , (0.03), (0.17), (0.05), (0.06), (0.13), (0.06),0%,0%
Net profit, 3.62 , 2.89 , 2.86 , 3.12 , (2.03), (13.99), (7.28), (54.75), (4.01), (0.99), 24.34 , (1.08), (1.08)
EPS, 1.85 , 1.47 , 1.46 , 1.59 , (1.04), (4.04), (2.10), (15.81), (1.16), (0.29), 7.03 , (0.31), (0.31)
Price to earning, 5.64 , 15.92 , 8.20 , 4.45 , (7.46), (1.67), (3.40), (0.24), (3.63), (8.25), 0.11 , 0.11 , 0.11 
Price, 10.42 , 23.46 , 11.97 , 7.08 , 7.73 , 6.73 , 7.14 , 3.75 , 4.21 , 2.36 , 0.80 , (0.04), (0.04)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,7.07%,9.47%,11.02%,11.11%,18.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-50.88%,-60.81%,-65.39%,-71.61%,0.00%,0.00%,-71.61%
,,,,,,OPM,9.87%,10.83%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,Price to Earning, 6.86 , 2.28 , 0.11 , 0.11 , 0.11 , 0.11 , 0.11 
