ANJANI PORTLAND CEMENT LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 18.39 , 18.39 , 18.39 , 18.39 , 18.39 , 18.39 , 18.39 , 18.39 , 25.29 , 25.29 
Reserves, 37.41 , 46.96 , 45.82 , 59.06 , 62.15 , 42.80 , 59.07 , 68.94 , 178.94 , 199.44 
Borrowings, 49.96 , 198.91 , 241.99 , 234.91 , 238.44 , 182.27 , 189.40 , 119.48 , 67.19 , 35.76 
Other Liabilities, 24.57 , 27.38 , 49.57 , 65.54 , 75.03 , 107.31 , 73.50 , 86.50 , 108.01 , 120.04 
Total, 130.33 , 291.64 , 355.77 , 377.90 , 394.01 , 350.77 , 340.36 , 293.31 , 379.43 , 380.53 
,,,,,,,,,,
Net Block, 55.67 , 217.62 , 234.26 , 228.87 , 230.85 , 213.74 , 204.45 , 192.91 , 261.09 , 258.91 
Capital Work in Progress, 17.72 , 0.25 , 0.41 , 9.23 , 0.28 , 0.26 , 0.66 , 13.92 , 6.25 , 3.25 
Investments, 16.47 , 16.47 , 16.47 , 16.47 , 18.85 , 0.04 , 0.03 , -   , -   , -   
Other Assets, 40.47 , 57.30 , 104.63 , 123.33 , 144.03 , 136.73 , 135.22 , 86.48 , 112.09 , 118.37 
Total, 130.33 , 291.64 , 355.77 , 377.90 , 394.01 , 350.77 , 340.36 , 293.31 , 379.43 , 380.53 
,,,,,,,,,,
Working Capital, 15.90 , 29.92 , 55.06 , 57.79 , 69.00 , 29.42 , 61.72 , (0.02), 4.08 , (1.67)
Debtors, 8.43 , 11.16 , 14.87 , 20.95 , 23.58 , 15.64 , 15.32 , 12.07 , 17.54 , 23.58 
Inventory, 8.36 , 12.34 , 33.78 , 29.56 , 39.86 , 30.38 , 37.41 , 19.01 , 33.96 , 31.29 
,,,,,,,,,,
Debtor Days, 24.12 , 34.29 , 33.18 , 27.53 , 32.22 , 22.46 , 23.57 , 16.13 , 20.67 , 23.90 
Inventory Turnover, 15.26 , 9.63 , 4.84 , 9.40 , 6.70 , 8.37 , 6.34 , 14.37 , 9.12 , 11.51 
,,,,,,,,,,
Return on Equity,30%,18%,1%,20%,4%,-32%,22%,23%,22%,10%
Return on Capital Emp,,14%,10%,17%,12%,3%,16%,25%,28%,16%
,,,,,,,,,,
