HAVELLS INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 30.08 , 30.08 , 62.39 , 62.39 , 62.39 , 62.39 , 62.44 , 62.46 , 62.49 , 62.51 
Reserves, 901.83 ," 1,104.00 "," 1,278.42 "," 1,545.93 "," 1,807.83 "," 2,067.46 "," 2,313.35 "," 2,891.21 "," 3,211.09 "," 3,676.64 "
Borrowings, 70.28 , 115.81 , 133.62 , 128.58 , 108.78 , 195.52 , 83.46 , 44.40 , 198.05 , 108.00 
Other Liabilities, 408.50 , 465.79 , 702.06 , 920.24 , 891.51 ," 1,100.99 "," 1,231.79 "," 1,140.70 "," 1,515.05 "," 2,753.62 "
Total," 1,410.69 "," 1,715.68 "," 2,176.49 "," 2,657.14 "," 2,870.51 "," 3,426.36 "," 3,691.04 "," 4,138.77 "," 4,986.68 "," 6,600.77 "
,,,,,,,,,,
Net Block, 449.69 , 571.54 , 708.61 , 777.56 , 903.72 , 906.28 , 985.19 ," 1,188.07 "," 1,265.75 "," 2,785.16 "
Capital Work in Progress, 15.79 , 29.69 , 21.69 , 56.39 , 9.82 , 27.78 , 22.13 , 20.49 , 11.91 , 24.05 
Investments, 387.87 , 531.71 , 715.47 , 775.07 , 791.92 , 882.52 ," 1,011.76 ", 462.71 , 389.07 , 41.70 
Other Assets, 557.34 , 582.74 , 730.72 ," 1,048.12 "," 1,165.05 "," 1,609.78 "," 1,671.96 "," 2,467.50 "," 3,319.95 "," 3,749.86 "
Total," 1,410.69 "," 1,715.68 "," 2,176.49 "," 2,657.14 "," 2,870.51 "," 3,426.36 "," 3,691.04 "," 4,138.77 "," 4,986.68 "," 6,600.77 "
,,,,,,,,,,
Working Capital, 148.84 , 116.95 , 28.66 , 127.88 , 273.54 , 508.79 , 440.17 ," 1,326.80 "," 1,804.90 ", 996.24 
Debtors, 86.74 , 79.47 , 111.75 , 159.71 , 130.17 , 136.49 , 132.51 , 157.64 , 228.50 , 325.40 
Inventory, 207.53 , 330.65 , 469.85 , 648.88 , 663.03 , 682.71 , 689.72 , 784.36 , 928.43 ," 1,621.65 "
,,,,,,,,,,
Debtor Days, 15.60 , 12.49 , 14.32 , 16.31 , 11.40 , 10.69 , 9.35 , 10.74 , 13.65 , 14.62 
Inventory Turnover, 9.78 , 7.02 , 6.06 , 5.51 , 6.29 , 6.83 , 7.50 , 6.83 , 6.58 , 5.01 
,,,,,,,,,,
Return on Equity,16%,20%,18%,19%,20%,22%,20%,24%,16%,19%
Return on Capital Emp,,27%,24%,26%,26%,30%,29%,35%,24%,28%
,,,,,,,,,,
