INFOSYS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19
Equity Share Capital, 287.00 , 287.00 , 287.00 , 287.00 , 286.00 , 574.00 ," 1,148.00 "," 1,148.00 "," 1,092.00 "," 2,178.00 "
Reserves," 21,749.00 "," 24,214.00 "," 29,470.00 "," 35,772.00 "," 41,806.00 "," 47,494.00 "," 59,934.00 "," 66,869.00 "," 62,410.00 "," 60,533.00 "
Borrowings, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Liabilities," 4,030.00 "," 4,529.00 "," 6,328.00 "," 7,231.00 "," 10,923.00 "," 14,061.00 "," 12,022.00 "," 12,288.00 "," 12,888.00 "," 16,914.00 "
Total," 26,066.00 "," 29,030.00 "," 36,085.00 "," 43,290.00 "," 53,015.00 "," 62,129.00 "," 73,104.00 "," 80,305.00 "," 76,390.00 "," 79,625.00 "
,,,,,,,,,,
Net Block," 3,779.00 "," 4,056.00 "," 4,061.00 "," 4,453.00 "," 5,732.00 "," 7,347.00 "," 8,248.00 "," 8,605.00 "," 9,157.00 "," 10,497.00 "
Capital Work in Progress, 409.00 , 249.00 , 588.00 ," 1,135.00 ", 954.00 , 769.00 , 934.00 ," 1,247.00 "," 1,442.00 "," 1,212.00 "
Investments," 4,626.00 "," 1,325.00 "," 1,409.00 "," 4,344.00 "," 6,717.00 "," 6,857.00 "," 11,078.00 "," 24,977.00 "," 17,899.00 "," 18,139.00 "
Other Assets," 17,252.00 "," 23,400.00 "," 30,027.00 "," 33,358.00 "," 39,612.00 "," 47,156.00 "," 52,844.00 "," 45,476.00 "," 47,892.00 "," 49,777.00 "
Total," 26,066.00 "," 29,030.00 "," 36,085.00 "," 43,290.00 "," 53,015.00 "," 62,129.00 "," 73,104.00 "," 80,305.00 "," 76,390.00 "," 79,625.00 "
,,,,,,,,,,
Working Capital," 13,222.00 "," 18,871.00 "," 23,699.00 "," 26,127.00 "," 28,689.00 "," 33,095.00 "," 40,822.00 "," 33,188.00 "," 35,004.00 "," 32,863.00 "
Debtors," 3,244.00 "," 4,212.00 "," 5,404.00 "," 6,365.00 "," 7,336.00 "," 8,627.00 "," 9,798.00 "," 10,960.00 "," 12,151.00 "," 13,370.00 "
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 56.01 , 60.56 , 63.11 , 63.19 , 60.39 , 66.57 , 66.25 , 67.47 , 71.60 , 66.75 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,26%,26%,28%,25%,24%,25%,21%,20%,25%,23%
Return on Capital Emp,,38%,43%,38%,36%,37%,32%,29%,30%,32%
,,,,,,,,,,
