GTN TEXTILES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 95.39 , 120.35 , 149.43 , 140.01 , 209.39 , 286.12 , 185.98 , 152.92 , 113.63 , 142.79 , 142.26 , 179.43 , 130.79 
Expenses, 99.03 , 112.55 , 130.81 , 131.16 , 197.65 , 263.79 , 175.72 , 149.71 , 106.99 , 129.61 , 138.24 , 169.34 , 127.10 
Operating Profit, (3.64), 7.80 , 18.62 , 8.85 , 11.74 , 22.33 , 10.26 , 3.21 , 6.64 , 13.18 , 4.02 , 10.10 , 3.70 
Other Income, 5.60 , 4.40 , 0.63 , 0.49 , 0.29 , 0.61 , 0.73 , 0.37 , (1.40), (1.55), 0.32 , -   , -   
Depreciation, 6.86 , 6.78 , 6.49 , 6.32 , 6.28 , 6.11 , 4.57 , 4.18 , 3.92 , 3.71 , 3.29 , 3.29 , 3.29 
Interest, 8.56 , 8.63 , 8.05 , 9.51 , 10.71 , 12.90 , 10.89 , 9.31 , 9.89 , 10.60 , 9.49 , 9.49 , 9.49 
Profit before tax, (13.46), (3.21), 4.71 , (6.49), (4.98), 3.92 , (4.47), (9.92), (8.57), (2.66), (8.44), (2.68), (9.08)
Tax, (3.12), (1.03), 0.90 , (2.06), (1.42), 1.97 , (1.41), (2.58), (2.27), (0.47), (1.11),0%,0%
Net profit, (10.34), (2.18), 3.81 , (4.43), (3.56), 1.95 , (3.06), (7.34), (6.30), (2.18), (7.33), (2.68), (9.08)
EPS, (8.88), (1.87), 3.27 , (3.81), (3.06), 1.68 , (2.63), (6.31), (5.41), (1.87), (6.29), (2.31), (7.80)
Price to earning, (0.77), (6.87), 5.33 , (2.59), (1.78), 3.46 , (3.62), (1.57), (4.15), (9.51), -   , -   , -   
Price, 6.84 , 12.87 , 17.44 , 9.85 , 5.43 , 5.79 , 9.52 , 9.91 , 22.48 , 17.82 , 9.85 , -   , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,6.48%,12.46%,6.32%,5.61%,7.80%,5.52%,2.10%,5.84%,9.23%,2.83%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,4.58%,-0.65%,-7.37%,-8.43%,25.66%,25.66%,-8.43%
,,,,,,OPM,6.43%,6.19%,6.31%,5.63%,2.83%,5.63%,2.83%
,,,,,,Price to Earning, 4.39 , 3.46 , 3.46 ,  , -   , -   , -   
