DELTA CORP LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 42.74 , 54.10 , 261.63 , 53.97 , 38.95 , 117.05 , 194.15 , 239.95 , 277.93 , 375.80 , 475.32 , 508.13 , 401.04 
Expenses, 6.10 , 9.73 , 97.59 , 43.65 , 43.23 , 88.39 , 123.85 , 157.66 , 180.79 , 220.41 , 264.77 , 283.05 , 263.80 
Operating Profit, 36.64 , 44.37 , 164.04 , 10.32 , (4.28), 28.66 , 70.30 , 82.29 , 97.14 , 155.39 , 210.55 , 225.09 , 137.23 
Other Income, 7.12 , 3.77 , (19.26), 14.10 , 31.61 , 65.09 , 10.96 , 0.07 , 4.88 , 24.10 , 66.28 , -   , -   
Depreciation, 0.69 , 0.42 , 0.39 , 0.41 , 0.36 , 5.45 , 11.90 , 11.13 , 12.05 , 14.64 , 16.18 , 16.18 , 16.18 
Interest, 32.72 , 29.07 , 12.37 , 5.61 , 0.34 , 13.37 , 16.36 , 15.44 , 13.55 , 4.63 , 0.80 , 0.80 , 0.80 
Profit before tax, 10.35 , 18.65 , 132.02 , 18.40 , 26.64 , 74.92 , 53.00 , 55.78 , 76.41 , 160.22 , 259.85 , 208.11 , 120.25 
Tax, 2.04 , 5.08 , 3.39 , 5.93 , 5.03 , 12.79 , 21.10 , 18.69 , 23.78 , 55.67 , 76.53 ,29%,29%
Net profit, 8.31 , 13.57 , 128.63 , 12.47 , 21.62 , 62.13 , 31.90 , 37.10 , 52.62 , 104.56 , 183.32 , 146.81 , 84.84 
EPS, 0.61 , 0.81 , 6.37 , 0.55 , 0.95 , 2.73 , 1.38 , 1.61 , 2.27 , 3.91 , 6.77 , 5.42 , 3.13 
Price to earning, 60.10 , 46.36 , 14.07 , 118.79 , 63.54 , 36.79 , 61.25 , 49.88 , 77.73 , 70.75 , 29.98 , 57.08 , 29.98 
Price, 36.85 , 37.64 , 89.70 , 65.67 , 60.55 , 100.44 , 84.70 , 80.22 , 176.58 , 276.45 , 202.85 , 309.32 , 93.87 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,32.61%,30.80%,4.70%,63.35%,26.23%,9.16%,7.24%,12.43%,15.41%,25.59%,,,
OPM,85.73%,82.01%,62.70%,19.12%,0.00%,24.49%,36.21%,34.29%,34.95%,41.35%,44.30%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,27.32%,5.31%,57.36%,24.63%,35.21%,35.21%,5.31%
,,,,,,OPM,41.61%,34.22%,36.00%,37.47%,44.30%,44.30%,34.22%
,,,,,,Price to Earning, 57.20 , 63.59 , 54.40 , 57.08 , 29.98 , 57.08 , 29.98 
