BOROSIL GLASS WORKS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 66.10 , 86.75 , 117.53 , 125.99 , 134.41 , 155.74 , 175.22 , 222.21 , 267.00 , 295.83 , 357.40 , 357.40 , 346.21 
Expenses, 69.79 , 89.85 , 131.78 , 126.67 , 131.24 , 150.83 , 176.51 , 213.47 , 247.95 , 256.43 , 327.70 , 326.81 , 330.38 
Operating Profit, (3.69), (3.10), (14.25), (0.68), 3.17 , 4.91 , (1.29), 8.74 , 19.05 , 39.40 , 29.70 , 30.59 , 15.82 
Other Income, 1.81 , (16.14), 816.17 , 42.01 , 25.13 , 40.76 , 70.35 , 12.75 , 125.86 , 36.36 , 47.83 , -   , -   
Depreciation, 3.33 , 1.70 , 0.82 , 0.75 , 2.05 , 3.72 , 5.48 , 5.32 , 5.81 , 5.22 , 4.94 , 4.94 , 4.94 
Interest, 4.23 , 5.14 , 2.35 , 0.18 , 0.27 , 0.50 , 0.25 , 1.16 , 1.17 , 0.28 , 2.42 , 2.42 , 2.42 
Profit before tax, (9.38), (26.06), 798.87 , 40.43 , 26.04 , 41.66 , 63.53 , 15.02 , 137.92 , 70.27 , 70.17 , 23.23 , 8.46 
Tax, 0.03 , (1.27), 151.07 , 7.90 , 6.21 , 4.51 , 14.37 , (0.55), 11.22 , 23.89 , 23.19 ,33%,33%
Net profit, (9.41), (24.79), 647.80 , 32.53 , 19.84 , 37.15 , 49.16 , 15.57 , 126.69 , 46.37 , 46.95 , 15.55 , 5.67 
EPS, (2.37), (6.25), 163.42 , 10.38 , 6.60 , 12.36 , 16.35 , 6.74 , 54.84 , 20.07 , 5.08 , 1.68 , 0.61 
Price to earning, (2.21), (1.99), 0.11 , 2.05 , 2.65 , 2.13 , 2.60 , 10.75 , 2.99 , 11.28 , 38.91 , 38.91 , 8.16 
Price, 5.24 , 12.43 , 17.59 , 21.32 , 17.50 , 26.33 , 42.58 , 72.45 , 163.75 , 226.39 , 197.70 , 65.49 , 5.01 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,2.45%,14.48%,22.73%,16.20%,15.32%,37.12%,4.56%,12.46%,,,
OPM,0.00%,0.00%,0.00%,0.00%,2.36%,3.15%,0.00%,3.93%,7.13%,13.32%,8.31%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,18.12%,14.10%,17.09%,19.07%,20.81%,20.81%,14.10%
,,,,,,OPM,4.57%,5.47%,6.46%,8.56%,8.31%,8.56%,4.57%
,,,,,,Price to Earning, 8.16 , 9.17 , 11.44 , 15.98 , 38.91 , 38.91 , 8.16 
