HILTON METAL FORGING LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 73.08 , 47.07 , 64.68 , 95.62 , 156.81 , 129.99 , 92.05 , 67.08 , 80.26 , 94.80 , 100.34 , 111.97 , 85.19 
Expenses, 68.49 , 43.43 , 58.45 , 87.19 , 146.52 , 121.70 , 86.25 , 63.73 , 74.71 , 88.20 , 93.92 , 104.81 , 79.76 
Operating Profit, 4.59 , 3.64 , 6.23 , 8.43 , 10.29 , 8.29 , 5.80 , 3.35 , 5.55 , 6.60 , 6.42 , 7.17 , 5.43 
Other Income, 5.57 , 3.47 , 0.41 , 0.06 , 0.13 , 0.13 , 0.22 , 0.10 , 0.14 , 0.12 , 0.80 , -   , -   
Depreciation, 1.26 , 1.85 , 1.97 , 1.98 , 1.99 , 2.05 , 2.05 , 2.54 , 2.88 , 2.76 , 2.56 , 2.56 , 2.56 
Interest, 4.64 , 4.14 , 3.37 , 3.65 , 3.77 , 2.14 , 2.36 , 2.30 , 3.03 , 3.09 , 3.16 , 3.16 , 3.16 
Profit before tax, 4.26 , 1.12 , 1.30 , 2.87 , 4.66 , 4.22 , 1.60 , (1.37), (0.22), 0.89 , 1.50 , 1.45 , (0.29)
Tax, 1.50 , 1.31 , 1.14 , 1.22 , 1.47 , 1.17 , 0.67 , 0.22 , 0.21 , 0.62 , 0.14 ,9%,9%
Net profit, 2.76 , (0.19), 0.16 , 1.64 , 3.19 , 3.04 , 0.93 , (1.58), (0.43), 0.27 , 1.33 , 1.31 , (0.26)
EPS, 2.22 , (0.15), 0.13 , 1.32 , 2.56 , 2.44 , 0.75 , (1.27), (0.35), 0.22 , 1.07 , 1.05 , (0.21)
Price to earning, 6.78 , (160.01), 140.55 , 11.04 , 3.65 , 5.71 , 25.21 , (13.95), (69.63), 160.97 , 15.16 , 88.07 , 15.16 
Price, 15.04 , 24.43 , 18.07 , 14.56 , 9.35 , 13.96 , 18.85 , 17.71 , 24.06 , 34.93 , 16.20 , 92.89 , (3.19)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,11.23%,0.00%,193.75%,18.90%,15.67%,20.39%,33.33%,0.00%,0.00%,0.00%,,,
OPM,6.28%,7.73%,9.63%,8.82%,6.56%,6.38%,6.30%,4.99%,6.92%,6.96%,6.40%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,2.93%,5.61%,-9.58%,0.99%,18.12%,18.12%,-9.58%
,,,,,,OPM,6.96%,6.74%,6.37%,6.40%,6.40%,6.40%,6.37%
,,,,,,Price to Earning, 46.14 , 36.96 , 51.77 , 88.07 , 15.16 , 88.07 , 15.16 
