ASPINWALL & COMPANY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 7.82 , 7.82 , 7.82 , 7.82 , 7.82 , 7.82 , 7.82 , 7.82 , 7.82 , 7.82 
Reserves, 68.08 , 76.85 , 84.64 , 89.84 , 92.58 , 95.03 , 97.12 , 103.03 , 113.21 , 123.69 
Borrowings, 27.81 , 20.82 , 25.47 , 37.91 , 17.58 , 40.41 , 39.76 , 41.24 , 28.22 , 71.30 
Other Liabilities, 51.26 , 32.18 , 35.30 , 34.40 , 29.93 , 37.56 , 36.94 , 48.16 , 60.25 , 59.02 
Total, 154.97 , 137.67 , 153.23 , 169.97 , 147.91 , 180.82 , 181.64 , 200.25 , 209.50 , 261.83 
,,,,,,,,,,
Net Block, 37.92 , 42.77 , 51.00 , 42.55 , 52.02 , 50.35 , 49.76 , 51.82 , 51.65 , 52.61 
Capital Work in Progress, 7.59 , 5.47 , 0.01 , 0.04 , 0.03 , 0.04 , 0.04 , 5.66 , 12.10 , 17.82 
Investments, 6.57 , 14.21 , 15.70 , 15.51 , 6.19 , 8.50 , 2.00 , 2.04 , 1.05 , 1.09 
Other Assets, 102.89 , 75.22 , 86.52 , 111.87 , 89.67 , 121.93 , 129.84 , 140.73 , 144.70 , 190.31 
Total, 154.97 , 137.67 , 153.23 , 169.97 , 147.91 , 180.82 , 181.64 , 200.25 , 209.50 , 261.83 
,,,,,,,,,,
Working Capital, 51.63 , 43.04 , 51.22 , 77.47 , 59.74 , 84.37 , 92.90 , 92.57 , 84.45 , 131.29 
Debtors, 17.47 , 18.25 , 20.22 , 19.86 , 14.85 , 16.01 , 26.34 , 30.40 , 26.86 , 33.88 
Inventory, 28.76 , 32.52 , 36.45 , 52.41 , 35.15 , 64.34 , 57.51 , 58.00 , 61.36 , 107.78 
,,,,,,,,,,
Debtor Days, 33.46 , 39.41 , 35.49 , 30.64 , 26.53 , 30.07 , 43.20 , 46.65 , 40.08 , 44.02 
Inventory Turnover, 6.63 , 5.20 , 5.70 , 4.51 , 5.81 , 3.02 , 3.87 , 4.10 , 3.99 , 2.61 
,,,,,,,,,,
Return on Equity,11%,12%,11%,8%,5%,3%,4%,7%,7%,10%
Return on Capital Emp,,16%,18%,17%,11%,10%,9%,12%,14%,15%
,,,,,,,,,,
